,date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액,sma5,sma20,sma100,sma200
375,2020-02-24,663000,100500,16014,38080,43500,7860,90300,,35580,,904.19,-14.54,-1.58,,,,,,,921.4399999999999,922.7935000000001,887.6264,889.1650999999999
376,2020-02-25,669000,102500,16872,39123,44400,7800,92100,,36020,,919.25,15.06,1.67,,,,,,,921.6779999999999,922.8185000000001,888.0095,889.0556999999999
377,2020-02-26,672000,102200,16872,39749,45150,7780,91100,,35960,,918.31,-0.94,-0.1,,,,,,,917.4559999999999,922.6074999999998,888.3956000000002,889.0083
378,2020-02-27,654000,101600,15938,38236,43750,7640,89500,,36040,,901.14,-17.17,-1.87,,,,,,,912.324,921.9869999999999,888.4786,888.7655500000001
379,2020-02-28,649000,97600,15256,36358,41100,7270,88600,,35440,,882.71,-18.43,-2.05,,,,,,,905.1200000000001,921.0840000000001,888.4797,888.57305
380,2020-03-02,661000,99200,15812,38340,41750,7300,88300,,35420,,892.46,9.75,1.1,,,,,,,902.774,920.4,888.7667,888.2984999999999
381,2020-03-03,679000,99500,15660,37714,41550,7350,88000,,35120,,895.44,2.98,0.33,,,,,,,898.0120000000001,919.031,889.0274000000001,887.9715999999999
382,2020-03-04,720000,99400,16266,39436,42350,7400,94300,,35780,,935.2,39.76,4.44,,,,,,,901.39,920.0424999999999,889.5318000000001,887.9626
383,2020-03-05,711000,101000,15963,39540,43500,7470,96300,,36040,,940.67,5.47,0.58,,,,,,,909.296,920.0529999999999,890.1023,887.9926999999999
384,2020-03-06,700000,100000,15332,40323,45700,7300,92500,,35580,,925.44,-15.23,-1.62,,,,,,,917.842,919.4220000000001,890.6346000000001,887.9370999999999
385,2020-03-09,680000,94600,12680,38810,45650,7160,88400,,33700,,884.75,-40.69,-4.4,,,,,,,916.3,917.159,890.7768000000001,887.7090499999999
386,2020-03-10,676000,95700,12579,38810,45000,7240,90900,,35200,,900.43,15.68,1.77,,,,,,,917.298,915.4685000000002,891.1093,887.6456000000002
387,2020-03-11,666000,91000,11417,37036,45000,7230,88600,,33920,,873.2,-27.23,-3.02,,,,,,,904.8979999999999,912.4505000000001,891.2465,887.3828500000001
388,2020-03-12,641000,87200,11063,34950,43000,6890,87000,,32200,,838.25,-34.95,-4.0,,,,,,,884.414,908.2555,890.8995,886.9000499999999
389,2020-03-13,641000,84000,9623,33802,40300,5790,91800,,32840,,843.46,5.21,0.62,,,,,,,868.018,904.0409999999999,890.6595,886.5017499999999
390,2020-03-16,595000,79000,9295,32915,37500,5940,91400,,33040,,818.97,-24.49,-2.9,,,,,,,854.8620000000001,898.8439999999998,890.0867,886.0303
391,2020-03-17,577000,79300,9270,33698,39100,5840,94300,,35320,,838.35,19.38,2.37,,,,,,,842.4459999999999,894.8585,889.6878,885.6981999999999
392,2020-03-18,570000,76500,8360,31194,39150,5450,89700,,34020,,805.86,-32.49,-3.88,,,,,,,828.9780000000001,888.1805,889.0434999999999,885.1446500000001
393,2020-03-19,530000,71100,7098,28690,37750,4510,90700,,32240,,769.19,-36.67,-4.55,,,,,,,815.166,880.3,888.0003999999999,884.4590000000001
394,2020-03-20,567000,77700,7830,31194,39300,4590,93500,,33680,,813.84,44.65,5.8,,,,,,,809.242,875.0555,887.3749,883.957
395,2020-03-23,572000,71200,7123,28638,37200,4010,91900,,31520,,784.05,-29.79,-3.66,,,,,,,802.258,869.0484999999999,886.5355999999999,883.28055
396,2020-03-24,649000,78000,8234,31663,38650,4460,94400,,33140,,845.38,61.33,7.82,,,,,,,803.664,865.3550000000001,886.3358000000001,882.88345
397,2020-03-25,651000,82600,8815,33072,40300,5000,95200,,33600,,858.83,13.45,1.59,,,,,,,814.258,862.3810000000001,886.1437,882.5917999999999
398,2020-03-26,625000,80000,9396,32237,41100,5060,93500,,32920,,838.83,-20.0,-2.33,,,,,,,828.186,859.2655000000001,885.7212000000001,882.1583
399,2020-03-27,622000,81400,9724,31716,41150,5230,93800,,34180,,847.48,8.65,1.03,,,,,,,834.914,857.5040000000001,885.2606,881.77125
400,2020-03-30,624000,83100,9699,33176,42350,5410,93500,,34980,,857.14,9.66,1.14,,,,,,,849.5319999999999,855.7379999999999,884.8433,881.30075
401,2020-03-31,652000,84400,10154,35732,43400,5700,93200,,35800,,878.64,21.5,2.51,,,,,,,856.184,854.8979999999999,884.6733,880.974
402,2020-04-01,618000,81800,10002,35680,48100,5870,93800,,35620,,867.37,-11.27,-1.28,,,,,,,857.892,851.5065000000001,884.4068999999998,880.55645
403,2020-04-02,656000,90800,10886,36932,50900,6100,96600,,38300,,917.39,50.02,5.77,,,,,,,873.604,850.3425,884.7725,880.3247499999999
404,2020-04-03,647000,93000,10659,36984,52900,6480,94700,,38400,,912.69,-4.7,-0.51,,,,,,,886.6460000000001,849.7049999999999,885.0309,880.0284999999999
405,2020-04-06,678000,96300,11114,36932,52500,6790,96800,,39600,,939.69,27.0,2.96,,,,,,,903.156,852.452,885.6339999999999,879.867
406,2020-04-07,675000,97100,11568,36202,49700,6970,97300,,39980,,940.43,0.74,0.08,,,,,,,915.5139999999999,854.452,886.0859000000002,879.71895
407,2020-04-08,663000,99300,11417,36306,48350,6960,96800,,39040,,928.93,-11.5,-1.22,,,,,,,927.826,857.2385,886.5859999999999,879.49255
408,2020-04-09,655000,98100,11114,35836,47000,7040,96500,,39600,,927.0,-1.93,-0.21,,,,,,,929.7479999999999,861.676,887.1381999999999,879.1886
409,2020-04-10,650000,97500,11543,35993,49500,7020,95000,,39200,,920.37,-6.63,-0.72,,,,,,,931.284,865.5215000000001,887.4896999999999,878.865
410,2020-04-13,651000,97100,11366,35784,47000,7230,95000,,37140,,905.98,-14.39,-1.56,,,,,,,924.542,869.872,887.7405,878.4748999999999
411,2020-04-14,656000,98300,11492,36358,50800,7230,95200,,38640,,923.19,17.21,1.9,,,,,,,921.0939999999998,874.1140000000001,888.2562000000001,878.3164
412,2020-04-16,655000,98500,11770,38601,52500,7480,96200,,39600,,936.63,13.44,1.46,,,,,,,922.634,880.6524999999999,889.0427999999999,878.2659
413,2020-04-17,649000,103000,12326,38549,52500,7560,96400,,41360,,953.05,16.42,1.75,,,,,,,927.844,889.8455,890.1619999999999,878.2710500000001
414,2020-04-20,642000,103400,11922,38184,53300,6710,94300,,39600,,934.93,-18.12,-1.9,,,,,,,930.756,895.9,891.0782,878.28985
415,2020-04-21,642000,101200,11619,37871,53300,6710,92500,,39340,,924.55,-10.38,-1.11,,,,,,,934.47,902.925,891.7826999999999,878.4729
416,2020-04-22,677000,105000,11619,38288,54000,6720,91500,,40060,,942.89,18.34,1.98,,,,,,,938.4100000000001,907.8005,892.7115999999999,878.7624500000001
417,2020-04-23,661000,105100,11871,39540,55500,6630,92700,,41040,,949.99,7.1,0.75,,,,,,,941.082,912.3584999999999,893.7260000000001,879.1260000000001
418,2020-04-24,653000,104600,11391,39905,54400,6650,90900,,40220,,935.81,-14.18,-1.49,,,,,,,937.634,917.2074999999999,894.6641999999999,879.44865
419,2020-04-27,630000,106000,11669,40375,54600,7110,92400,,40140,,937.21,1.4,0.15,,,,,,,938.0899999999999,921.6939999999998,895.6207,879.73475
420,2020-04-28,648000,106500,11543,39749,58000,7080,95300,,39800,,949.03,11.82,1.26,,,,,,,942.9860000000001,926.2885,896.6546000000001,880.13775
421,2020-04-29,643000,107000,11947,39853,58000,7140,95500,,38460,,940.66,-8.37,-0.88,,,,,,,942.54,929.3895,897.6347000000001,880.4482499999999
422,2020-05-04,624000,102500,11821,40114,58400,7480,92500,,38400,,923.31,-17.35,-1.84,,,,,,,937.204,932.1865,898.3514,880.6986
423,2020-05-06,641000,108900,12149,41470,58100,8160,96200,,39460,,952.37,29.06,3.15,,,,,,,940.516,933.9355000000002,899.4059,881.09595
424,2020-05-07,646000,110300,12326,42513,60700,8180,98400,,39860,,967.66,15.29,1.61,,,,,,,946.606,936.684,900.3896000000001,881.56845
425,2020-05-08,679000,114800,12579,43296,62300,8270,97800,,42000,,996.88,29.22,3.02,,,,,,,956.176,939.5435,901.7393999999999,882.25055
426,2020-05-11,699000,115600,14145,46008,65100,8280,100000,,42000,,1018.49,21.61,2.17,,,,,,,971.742,943.4465,903.3092999999999,883.0619
427,2020-05-12,747000,116400,14574,47104,66400,8520,105500,,43100,,1064.41,45.92,4.51,,,,,,,999.9619999999999,950.2205,905.3202,884.1556499999999
428,2020-05-13,721000,111500,14928,48147,66700,8550,104000,,41920,,1043.95,-20.46,-1.92,,,,,,,1018.278,956.068,907.0418,885.1349
429,2020-05-14,753000,113100,15104,50025,66400,8700,94700,,41420,,1034.28,-9.67,-0.93,,,,,,,1031.602,961.7635,908.6098,886.0482499999999
430,2020-05-15,745000,112900,14978,48251,66700,9460,93900,,41240,,1026.49,-7.79,-0.75,,,,,,,1037.524,967.7890000000001,910.1554000000001,886.9623999999999
431,2020-05-18,727000,110900,14650,46321,64800,9450,94500,,40700,,1010.99,-15.5,-1.51,,,,,,,1036.0240000000001,972.1789999999999,911.5264,887.82265
432,2020-05-19,732000,109500,15509,44444,62600,9490,95700,,40780,,1011.5,0.51,0.05,,,,,,,1025.4420000000002,975.9225,912.9766999999999,888.7235000000001
433,2020-05-20,750000,110600,15559,46634,65800,9450,95600,,41960,,1032.22,20.72,2.05,,,,,,,1023.0959999999999,979.881,914.6711,889.7463
434,2020-05-21,792000,108300,15938,46374,66200,9430,95200,,41740,,1044.7,12.48,1.21,,,,,,,1025.1799999999998,985.3695,916.4827,890.847
435,2020-05-22,790000,106200,15584,46687,67700,9190,94300,,41460,,1042.16,-2.54,-0.24,,,,,,,1028.314,991.25,918.1904999999999,892.03215
436,2020-05-25,812000,107000,16746,47886,69100,9200,96800,,41800,,1063.68,21.52,2.06,,,,,,,1038.852,997.2895000000001,920.1840000000001,893.3125499999999
437,2020-05-26,801000,113500,17075,47000,71400,9160,97300,,42200,,1069.64,5.96,0.56,,,,,,,1050.48,1003.2720000000002,922.16,894.59655
438,2020-05-27,787000,113000,16696,46374,69600,8900,98600,,41360,,1058.46,-11.18,-1.05,,,,,,,1055.728,1009.4045,924.0242,895.7803
439,2020-05-28,792000,106400,15685,45226,66900,8800,94800,,40180,,1031.46,-27.0,-2.55,,,,,,,1053.0800000000002,1014.117,925.5745,896.7719999999999
440,2020-05-29,790000,106000,15812,45539,67000,8750,92300,,40900,,1029.19,-2.27,-0.22,,,,,,,1050.486,1018.125,927.2207000000001,897.8785499999999
441,2020-06-01,816000,108000,16190,46478,66900,8930,95500,,41080,,1051.29,22.1,2.15,,,,,,,1048.008,1023.6565,928.9436999999999,899.16935
442,2020-06-02,810000,108000,16216,46269,67200,9160,95400,,40860,,1048.48,-2.81,-0.27,,,,,,,1043.776,1029.9150000000002,930.7713,900.4100500000001
443,2020-06-03,792000,108100,16317,44444,64300,9050,97000,,40920,,1045.5,-2.98,-0.28,,,,,,,1041.184,1034.5715,932.4418000000001,901.4978500000001
444,2020-06-04,800000,107000,16317,44704,65100,8900,95900,,40360,,1042.19,-3.31,-0.32,,,,,,,1043.3300000000002,1038.298,934.1012999999999,902.5435500000001
445,2020-06-05,805000,108000,16544,43400,64300,8980,97000,,41400,,1050.25,8.06,0.77,,,,,,,1047.542,1040.9665,935.6648999999999,903.6196000000001
446,2020-06-08,797000,107000,16519,43661,67200,9110,98500,,40420,,1047.94,-2.31,-0.22,,,,,,,1046.8719999999998,1042.4389999999999,937.0534,904.75675
447,2020-06-09,800000,108200,17251,43296,68700,8980,97800,,40500,,1052.03,4.09,0.39,,,,,,,1047.5819999999999,1041.8200000000002,938.1476999999999,905.8465000000001
448,2020-06-10,822000,107200,17403,44861,71700,8760,97500,,40140,,1060.39,8.36,0.79,,,,,,,1050.56,1042.642,939.2767,907.06585
449,2020-06-11,825000,106500,16898,45122,74100,8580,97700,,41640,,1070.99,10.6,1.0,,,,,,,1056.3200000000002,1044.4775000000002,940.5105,908.2704500000001
450,2020-06-12,824000,105700,16216,45017,75100,8270,95500,,41200,,1060.94,-10.05,-0.94,,,,,,,1058.458,1046.2,941.6486,909.3169499999999
451,2020-06-15,810000,101000,14751,42253,72000,7900,92600,,39380,,1020.82,-40.12,-3.78,,,,,,,1053.034,1046.6915000000001,942.4276999999998,910.1414
452,2020-06-16,875000,105600,16241,43870,78100,8090,96900,,41820,,1086.02,65.2,6.39,,,,,,,1059.8319999999999,1050.4175,944.0513000000001,911.2700500000001
453,2020-06-17,866000,105000,16292,44078,77600,8070,97700,,41380,,1082.08,-3.94,-0.36,,,,,,,1064.17,1052.9105,945.6874,912.3634
454,2020-06-18,832000,104300,16089,44444,76300,8130,97200,,41400,,1067.08,-15.0,-1.39,,,,,,,1063.3880000000001,1054.0295,947.0705,913.48465
455,2020-06-19,857000,103400,15887,43974,75800,8200,97200,,41540,,1075.37,8.29,0.78,,,,,,,1066.274,1055.69,948.3414,914.5955
456,2020-06-22,888000,103000,16014,44339,76600,8200,95600,,41420,,1082.03,6.66,0.62,,,,,,,1078.516,1056.6074999999998,949.9742,915.68655
457,2020-06-23,920000,104900,16292,46739,81400,8210,101500,,43600,,1135.35,53.32,4.93,,,,,,,1088.382,1059.893,952.1024000000001,917.0242499999999
458,2020-06-24,943000,107000,16898,46217,81700,8300,101000,,43800,,1146.12,10.77,0.95,,,,,,,1101.19,1064.276,954.4281,918.3443500000001
459,2020-06-25,912000,102700,17302,44131,78000,8280,97400,,42300,,1107.07,-39.05,-3.41,,,,,,,1109.1879999999999,1068.0565000000001,956.4911,919.4219499999999
460,2020-06-26,909000,105000,21975,43452,76700,8280,97500,,42400,,1110.91,3.84,0.35,,,,,,,1116.2959999999998,1072.1425,958.5387999999999,920.528
461,2020-06-29,890000,108500,20030,41992,75700,8210,95200,,40900,,1085.62,-25.29,-2.28,,,,,,,1117.014,1073.859,960.1668000000001,921.4436000000001
462,2020-06-30,891000,117600,20737,43139,79800,8220,100500,,43600,,1131.17,45.55,4.2,,,,,,,1116.1779999999999,1077.9935,962.3288,922.60295
463,2020-07-01,893000,113000,19221,42200,76800,8170,97100,,41780,,1106.11,-25.06,-2.22,,,,,,,1108.176,1081.024,963.9852999999999,923.6610499999999
464,2020-07-02,964000,123000,20181,43139,72700,8300,106000,,43140,,1175.52,69.41,6.28,,,,,,,1121.866,1087.6905000000002,966.3599,925.0394
465,2020-07-03,944000,123500,19954,42826,72200,8300,106500,,42560,,1165.75,-9.77,-0.83,,,,,,,1132.834,1093.4655,968.7173000000001,926.3828
466,2020-07-06,995000,136000,20308,43505,77600,8690,116500,,43100,,1225.76,60.01,5.15,,,,,,,1160.862,1102.3565,971.6325,928.01485
467,2020-07-07,962000,131800,20282,45330,81400,8720,123000,,43740,,1238.7,12.94,1.06,,,,,,,1182.368,1111.69,974.6839,929.76
468,2020-07-08,945000,128800,20308,47104,81000,9000,124500,,43480,,1236.04,-2.66,-0.21,,,,,,,1208.3539999999998,1120.4725,977.8228000000001,931.505
469,2020-07-09,947000,129000,20484,47052,80600,9360,125500,,44400,,1245.87,9.83,0.8,,,,,,,1222.424,1129.2165,981.0040000000001,933.29115
470,2020-07-10,944000,129000,19979,46687,80900,9380,127500,,44140,,1246.15,0.28,0.02,,,,,,,1238.5040000000001,1138.477,984.2364,935.0966000000001
471,2020-07-13,965000,129200,20257,46426,80600,9380,133500,,43400,,1265.77,19.62,1.57,,,,,,,1246.5059999999999,1150.7244999999998,987.7135000000001,936.9899499999999
472,2020-07-14,946000,128500,20080,45069,80200,9350,135000,,43100,,1256.48,-9.29,-0.73,,,,,,,1250.062,1159.2475,990.8841,938.8212
473,2020-07-15,928000,124300,20358,44548,79100,9000,126500,,42740,,1221.79,-34.69,-2.76,,,,,,,1247.212,1166.233,993.8340000000001,940.4605
474,2020-07-16,879000,123300,19727,43557,75300,8700,124000,,41180,,1181.79,-40.0,-3.27,,,,,,,1234.396,1171.9685,996.4645999999999,941.9606000000001
475,2020-07-17,880000,126900,19600,44026,75200,8780,126500,,40680,,1187.21,5.42,0.46,,,,,,,1222.6080000000002,1177.5605,999.2948000000001,943.4606
476,2020-07-20,859000,125000,18540,42879,74800,9050,129500,,40220,,1180.39,-6.82,-0.57,,,,,,,1205.532,1182.4785,1001.9062000000001,944.9578499999999
477,2020-07-21,859000,124800,19045,43296,77200,8960,129000,,39560,,1177.38,-3.01,-0.26,,,,,,,1189.712,1184.58,1004.4968999999999,946.44625
478,2020-07-22,861000,124900,18792,42722,76300,9150,126000,,38380,,1161.05,-16.33,-1.39,,,,,,,1177.564,1185.3265,1007.0959999999999,947.7873000000001
479,2020-07-23,811000,126400,18337,42931,73200,8880,125500,,37900,,1139.06,-21.99,-1.89,,,,,,,1169.018,1186.926,1009.6595,949.0696
480,2020-07-24,802000,125500,18211,42774,77300,8980,124500,,37840,,1135.92,-3.14,-0.28,,,,,,,1158.7599999999998,1188.1765,1012.0941,950.4304
481,2020-07-27,785000,121700,18514,42983,76100,8730,125500,,37720,,1136.86,0.94,0.08,,,,,,,1150.054,1190.7385,1014.5082999999998,951.7678500000001
482,2020-07-28,794000,122400,18590,42774,76300,8760,127500,,38460,,1148.64,11.78,1.04,,,,,,,1144.306,1191.6119999999999,1016.6426999999999,953.0872499999999
483,2020-07-29,812000,122700,19045,42513,75000,8640,130500,,38700,,1163.6,14.96,1.3,,,,,,,1144.816,1194.4865,1018.872,954.4871499999999
484,2020-07-30,825000,122500,18893,42409,74700,8500,125500,,38060,,1154.68,-8.92,-0.77,,,,,,,1147.94,1193.4445,1021.1644,955.8995
485,2020-07-31,811000,120600,18641,42983,76000,8740,128000,,37700,,1152.97,-1.71,-0.15,,,,,,,1151.35,1192.8055,1023.8466000000001,957.3117
486,2020-08-03,844000,124500,18969,44287,75900,8770,127500,,36940,,1170.16,17.19,1.49,,,,,,,1158.01,1190.0255000000002,1026.5439,958.8266
487,2020-08-04,846000,125700,19196,44339,79800,8700,132500,,38040,,1194.46,24.3,2.08,,,,,,,1167.174,1187.8135,1029.7565000000002,960.5015
488,2020-08-05,846000,127300,20055,46008,78900,8810,136000,,39220,,1218.0,23.54,1.97,,,,,,,1178.054,1186.9115,1033.554,962.2267499999999
489,2020-08-06,854000,126200,19828,45643,77700,8630,140000,,38520,,1223.5,5.5,0.45,,,,,,,1191.818,1185.7930000000001,1037.3544,964.00695
490,2020-08-07,865000,125900,19802,42931,78300,8410,151000,,38100,,1248.93,25.43,2.08,,,,,,,1211.0100000000002,1185.932,1041.654,965.87035
491,2020-08-10,841000,124900,19802,42513,77500,8460,155000,,37300,,1246.34,-2.59,-0.21,,,,,,,1226.2459999999999,1184.9605000000001,1045.7339000000002,967.71085
492,2020-08-11,840000,116800,18944,41627,79600,8570,150000,,37260,,1219.4,-26.94,-2.16,,,,,,,1231.234,1183.1065,1049.8693,969.4564
493,2020-08-12,850000,118900,18287,41053,79100,8490,149500,,37540,,1222.02,2.62,0.21,,,,,,,1232.038,1183.118,1054.3976,971.199
494,2020-08-13,897000,117300,18590,40896,79200,8580,149500,,39660,,1253.95,31.93,2.61,,,,,,,1238.128,1186.726,1058.7987,973.0868
495,2020-08-14,872000,117900,18287,40792,76800,8710,145500,,39280,,1230.02,-23.93,-1.91,,,,,,,1234.346,1188.8665,1063.2584000000002,974.8969999999999
496,2020-08-18,834000,108600,17024,40844,75600,8290,148500,,37600,,1202.15,-27.87,-2.27,,,,,,,1225.5080000000003,1189.9545000000003,1066.8261,976.58095
497,2020-08-19,841000,110200,17352,40375,76000,8430,154000,,38420,,1228.85,26.7,2.22,,,,,,,1227.398,1192.528,1070.5263,978.335
498,2020-08-20,783000,105900,16670,37871,71400,8010,148000,,36260,,1163.45,-65.4,-5.32,,,,,,,1215.684,1192.6480000000001,1073.7725,979.74685
499,2020-08-21,823000,107200,16544,38132,72000,8000,148000,,36100,,1176.68,13.23,1.14,,,,,,,1200.23,1194.529,1077.0645,981.16255
500,2020-08-24,841000,110100,16999,38288,72400,8020,152000,,36400,,1201.32,24.64,2.09,,,,,,,1194.49,1197.7990000000002,1080.5063,982.6748
501,2020-08-25,826000,112800,17858,39018,72600,8100,151000,,36940,,1197.91,-3.41,-0.28,,,,,,,1193.6419999999998,1200.8515000000002,1083.699,984.18615
502,2020-08-26,818000,112400,17176,38549,72000,8150,150000,,37140,,1186.39,-11.52,-0.96,,,,,,,1185.15,1202.739,1086.8892,985.6480499999999
503,2020-08-27,863000,111100,17150,38132,71100,8050,150500,,37100,,1203.67,17.28,1.46,,,,,,,1193.194,1204.7424999999998,1089.7520000000002,987.2622500000001
504,2020-08-28,856000,111600,17277,38132,71500,7930,152500,,36980,,1204.15,0.48,0.04,,,,,,,1198.688,1207.216,1092.6666,988.84875
505,2020-08-31,825000,111100,18110,38027,73100,8150,166500,,36400,,1223.77,19.62,1.63,,,,,,,1203.178,1210.7559999999999,1095.5074,990.5706999999999
506,2020-09-01,828000,114200,18337,38080,72900,8470,162500,,36300,,1222.87,-0.9,-0.07,,,,,,,1208.1699999999998,1213.3915,1098.3318,992.2088500000001
507,2020-09-02,850000,126500,18085,38705,75800,8520,173000,,36560,,1265.96,43.09,3.52,,,,,,,1224.084,1216.9665,1101.7021,994.14405
508,2020-09-03,835000,126100,17756,39384,76200,8400,194500,,36940,,1305.45,39.49,3.12,,,,,,,1244.44,1221.339,1105.4866,996.3123999999999
509,2020-09-04,813000,128800,18085,41835,76300,8220,197500,,40860,,1344.72,39.27,3.01,,,,,,,1272.5539999999999,1227.4,1109.7301,998.6098999999999
510,2020-09-07,812000,129800,18060,42461,78000,8280,193500,,40700,,1336.1,-8.62,-0.64,1387.28,1400.41,1334.61,3933.0,482400.0,44800000.0,1295.02,1231.7585,1114.0312999999999,1000.8859
511,2020-09-08,811000,127900,17858,41679,77700,8190,193000,,40200,,1324.56,-11.54,-0.86,1346.11,1359.7,1321.71,2778.0,326188.0,44600000.0,1315.358,1235.6695,1118.045,1003.1505999999999
512,2020-09-09,791000,125800,17605,41522,75600,8080,189000,,39340,,1298.56,-26.0,-1.96,1315.09,1316.97,1297.43,2274.0,315866.0,43700000.0,1321.8780000000002,1239.6275,1121.6643000000001,1005.3535499999999
513,2020-09-10,830000,126400,17807,41314,75100,8120,187000,,41220,62400.0,1324.42,25.86,1.99,1320.43,1326.72,1294.67,2727.0,470724.0,44500000.0,1325.672,1244.7475,1125.378,1007.77
514,2020-09-11,818000,124700,19196,41575,75000,8160,183500,,40280,81100.0,1308.88,-15.54,-1.17,1318.24,1327.39,1297.48,3138.0,299750.0,43900000.0,1318.5040000000001,1247.4940000000001,1129.1175,1010.09785
515,2020-09-14,830000,122800,20207,41157,74100,8260,181500,,39980,73800.0,1304.41,-4.47,-0.34,1306.67,1306.7,1282.55,2015.0,250359.0,44000000.0,1312.166,1251.2135,1132.9161,1012.3494000000001
516,2020-09-15,824000,123000,19525,40844,76300,8250,184500,,40360,67500.0,1311.15,6.74,0.52,1299.96,1316.69,1297.97,1859.0,232229.0,44100000.0,1309.484,1256.6635,1136.5987,1014.65515
517,2020-09-16,822000,121800,19449,40583,78800,8440,182500,,40500,66300.0,1308.61,-2.54,-0.19,1316.53,1327.76,1306.2,2267.0,230937.0,43900000.0,1311.4940000000001,1260.6515,1140.1849,1016.9554499999999
518,2020-09-17,805000,117900,19323,39853,77300,8390,180500,,40360,64600.0,1289.57,-19.04,-1.45,1301.13,1305.3,1284.88,1792.0,220916.0,43200000.0,1304.524,1266.9575,1143.7225,1019.1933499999999
519,2020-09-18,821000,118100,20308,40949,79500,8400,186000,,38620,63400.0,1297.77,8.2,0.64,1293.34,1305.38,1282.96,2004.0,272223.0,44100000.0,1302.3020000000001,1273.012,1147.3281,1021.4743999999998
520,2020-09-21,804000,115700,19550,39801,79800,8450,188000,,38200,59500.0,1284.43,-13.34,-1.03,1304.75,1308.99,1279.08,2026.0,233246.0,43700000.0,1298.306,1277.1675,1150.6821,1023.66835
521,2020-09-22,787000,113800,19095,38340,76400,8420,181000,,38000,55800.0,1254.31,-30.12,-2.35,1294.58,1295.67,1248.45,2276.0,272921.0,42500000.0,1286.9379999999999,1279.9875,1153.8186,1025.72665
522,2020-09-23,805000,113500,18666,38862,76100,8450,174500,,38460,55800.0,1251.85,-2.46,-0.2,1266.04,1266.79,1218.36,2474.0,316858.0,42300000.0,1275.5859999999998,1283.2604999999999,1157.104,1027.7277000000001
523,2020-09-24,787000,111400,18110,37662,73000,8240,167500,,38100,51200.0,1215.58,-36.27,-2.9,1239.41,1249.0,1204.04,2505.0,293270.0,41000000.0,1260.788,1283.8560000000002,1159.7361,1029.5710000000001
524,2020-09-25,784000,110000,17959,37610,72000,8140,166000,,38760,50200.0,1215.07,-0.51,-0.04,1225.55,1228.17,1188.27,1788.0,217798.0,40800000.0,1244.248,1284.402,1162.2102,1031.2999
525,2020-09-28,799000,113300,19120,38340,74000,8190,167000,,39000,51200.0,1236.74,21.67,1.78,1222.93,1240.38,1213.33,1740.0,214743.0,41500000.0,1234.71,1285.0504999999998,1164.6088,1033.1741
526,2020-09-29,806000,114600,18843,38810,74500,8240,166000,,40440,56200.0,1251.14,14.4,1.16,1247.2,1251.99,1233.2,1467.0,200093.0,41700000.0,1234.0759999999998,1286.464,1166.9353,1035.1223
527,2020-10-05,789000,118500,18691,39071,73200,8190,163500,,40460,54200.0,1244.4,-6.74,-0.54,1258.28,1258.88,1232.93,1696.0,218743.0,41200000.0,1232.586,1285.386,1168.7352,1037.0277
528,2020-10-06,788000,119100,19777,39123,73100,8240,160000,,41060,54300.0,1247.19,2.79,0.22,1239.65,1252.07,1228.09,3108.0,317423.0,41100000.0,1238.9080000000001,1282.473,1170.7676000000001,1038.9047
529,2020-10-07,768000,116700,19474,39227,72800,8150,161000,,42360,54500.0,1248.56,1.37,0.11,1235.38,1248.88,1230.76,2038.0,295854.0,40700000.0,1245.6060000000002,1277.665,1172.9104,1040.7601000000002
530,2020-10-08,751000,116600,19247,39384,72500,8320,158000,,43200,53000.0,1241.27,-7.29,-0.58,1251.33,1251.33,1230.83,2132.0,334633.0,40100000.0,1246.512,1272.9235,1175.0582,1042.6068
531,2020-10-12,754000,119000,18843,40323,71900,8650,153000,,42560,49100.0,1230.28,-10.99,-0.89,1245.41,1247.19,1218.58,2110.0,275164.0,39700000.0,1242.3400000000001,1268.2095,1177.2511,1044.38875
532,2020-10-13,754000,118600,19221,40166,71800,8720,153500,,42700,49150.0,1231.31,1.03,0.08,1235.55,1238.28,1217.51,1841.0,229325.0,39800000.0,1239.722,1264.847,1179.4492,1046.21295
533,2020-10-14,752000,118500,18413,39436,72100,8670,152000,,41800,48250.0,1215.45,-15.86,-1.29,1225.02,1230.19,1209.67,2034.0,211933.0,39400000.0,1233.3740000000003,1259.3985,1181.2815,1047.9763
534,2020-10-15,750000,114000,18312,38758,71000,8680,137000,,41840,46300.0,1177.28,-38.17,-3.14,1214.74,1215.17,1173.07,3404.0,395438.0,37900000.0,1219.118,1252.8184999999999,1182.6073,1049.545
535,2020-10-16,767000,112000,18211,38288,69000,8780,136500,,41220,45850.0,1172.08,-5.2,-0.44,1177.48,1183.48,1158.5,2011.0,280278.0,38100000.0,1205.28,1246.202,1183.9065,1051.0484999999999
536,2020-10-19,771000,111200,18363,38080,67600,8760,133000,,41300,45050.0,1167.32,-4.76,-0.41,1177.7,1187.06,1164.66,1664.0,202346.0,37900000.0,1192.6879999999999,1239.0104999999999,1184.9429,1052.56345
537,2020-10-20,794000,113000,18590,38653,67500,8880,135500,,41680,44750.0,1187.19,19.87,1.7,1165.71,1187.19,1154.59,1496.0,231163.0,38700000.0,1183.864,1232.9395,1186.1184,1054.1392
