,date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액,sma5,sma20,sma100,sma200
829,2021-12-22,665000,156700,181400,49190,57100,90100,120000,470500.0,125100,90700.0,1515.85,12.14,0.81,1512.1,1527.64,1507.52,8053.0,532785.0,70300000.0,1509.828,1540.507,1490.5945000000002,1442.3085500000002
830,2021-12-23,656000,158800,178900,49190,56700,88700,121000,464000.0,124400,89700.0,1506.2,-9.65,-0.64,1522.82,1529.89,1500.68,3627.0,429592.0,69700000.0,1507.464,1536.325,1489.5308000000002,1443.3544
831,2021-12-24,656000,161000,174400,48617,58100,90100,121000,463000.0,126500,90700.0,1509.94,3.74,0.25,1510.33,1524.43,1504.7,4421.0,454011.0,69900000.0,1506.782,1532.523,1488.2893999999997,1444.4823499999998
832,2021-12-27,657000,166100,172000,43818,57700,87400,121500,450500.0,131100,92200.0,1507.47,-2.47,-0.16,1510.82,1515.2,1494.97,4011.0,517088.0,69600000.0,1508.634,1528.849,1487.6024,1445.6622
833,2021-12-28,656000,167000,184000,44600,57500,88600,121000,462000.0,140000,93100.0,1527.37,19.9,1.32,1511.65,1527.45,1498.95,5930.0,797224.0,70800000.0,1513.366,1527.4569999999999,1487.2966000000001,1446.8567
834,2021-12-29,660000,157200,180400,43850,57600,106100,119000,467000.0,135200,89600.0,1517.83,-9.54,-0.62,1530.29,1539.76,1514.89,7090.0,884449.0,69700000.0,1513.762,1525.8110000000001,1487.3748999999998,1447.8878
835,2021-12-30,643000,158200,177900,45000,57900,105200,125000,460000.0,138300,91000.0,1527.83,10.0,0.66,1515.86,1539.86,1505.51,5207.0,564202.0,69800000.0,1518.088,1525.9389999999999,1487.4268,1448.9553999999998
836,2022-01-03,667000,158400,183900,43450,59200,105800,127500,460000.0,134000,93000.0,1546.79,18.96,1.24,1546.85,1586.16,1539.28,6436.0,703041.0,70500000.0,1525.458,1524.558,1487.5906,1450.02105
837,2022-01-04,657000,154300,169200,42750,58700,100700,123000,444000.0,130500,90300.0,1502.91,-43.88,-2.84,1542.76,1545.07,1495.25,4405.0,527341.0,68500000.0,1524.5459999999998,1523.7645,1487.4287,1450.85995
838,2022-01-05,625000,150000,156600,41600,57100,98200,118000,417000.0,125800,86400.0,1435.17,-67.74,-4.51,1493.58,1494.05,1431.38,4172.0,633270.0,65200000.0,1506.1060000000002,1519.6285,1486.6242000000002,1451.3638500000002
839,2022-01-06,601000,134200,138200,40450,55100,92100,112500,402000.0,116800,74100.0,1355.0,-80.17,-5.59,1404.91,1407.59,1353.09,8682.0,954567.0,61500000.0,1473.5400000000002,1510.3725,1485.0206,1451.43755
840,2022-01-07,606000,141100,150800,40450,55600,92800,113000,394500.0,119400,74300.0,1360.88,5.88,0.43,1363.23,1382.93,1360.84,4010.0,520121.0,61700000.0,1440.15,1499.4869999999999,1483.7393999999997,1451.4698999999998
841,2022-01-10,614000,139400,151500,39700,55100,89900,111500,381500.0,116100,74200.0,1345.26,-15.62,-1.15,1349.88,1362.52,1325.25,3375.0,474209.0,60800000.0,1399.844,1488.4845,1482.4935,1451.4168
842,2022-01-11,604000,131100,138100,39400,54100,83600,110000,365000.0,116000,72700.0,1314.91,-30.35,-2.26,1346.1,1354.88,1310.35,3712.0,510261.0,59200000.0,1362.244,1477.0565000000001,1481.3657,1451.17625
843,2022-01-12,616000,134100,146000,42900,54800,89100,114000,367500.0,118700,74400.0,1346.81,31.9,2.43,1334.8,1353.58,1330.12,3102.0,428661.0,60500000.0,1344.572,1467.9279999999999,1480.7097,1451.13305
844,2022-01-13,605000,131700,143100,41350,54600,88500,112500,346500.0,113900,71100.0,1307.5,-39.31,-2.92,1342.26,1344.31,1305.55,3032.0,476768.0,58400000.0,1335.0720000000001,1458.0504999999998,1479.3857,1450.8689000000002
845,2022-01-14,583000,129500,137000,40500,54200,88100,110500,343500.0,113800,70800.0,1284.57,-22.93,-1.75,1278.04,1296.72,1264.77,2636.0,453026.0,57500000.0,1319.81,1446.378,1477.7532,1450.6646000000003
846,2022-01-17,588000,129800,137800,40550,53600,88100,112000,341000.0,111900,69800.0,1285.6,1.03,0.08,1283.9,1296.72,1271.36,1791.0,278563.0,57400000.0,1307.8780000000002,1434.9905,1476.1534,1450.3222
847,2022-01-18,578000,128400,129900,40450,52800,84800,108500,340500.0,109000,68900.0,1262.39,-23.21,-1.81,1287.55,1301.68,1257.68,1985.0,272419.0,56500000.0,1297.3739999999998,1423.1995000000002,1474.2966999999999,1449.8023500000002
848,2022-01-19,582000,130400,129400,39500,52100,81900,105500,324500.0,107500,68000.0,1240.22,-22.17,-1.76,1260.19,1266.74,1235.76,2791.0,380723.0,55400000.0,1276.056,1410.025,1471.9735,1449.22405
849,2022-01-20,578000,139500,138500,40000,53500,81900,116000,325000.0,112700,71400.0,1284.39,44.17,3.56,1241.83,1290.46,1234.44,2900.0,388604.0,57000000.0,1271.434,1398.452,1469.9958000000001,1448.81635
850,2022-01-21,565000,136600,137000,41600,52700,76200,118500,310000.0,114000,71800.0,1273.11,-11.28,-0.88,1261.84,1293.15,1257.34,3681.0,578153.0,56200000.0,1269.142,1386.7975000000001,1467.7586,1448.3134999999997
851,2022-01-24,567000,133600,128800,37050,51400,74200,118500,302000.0,105000,69700.0,1247.55,-25.56,-2.01,1267.01,1273.35,1234.13,3875.0,481744.0,55500000.0,1261.532,1373.678,1465.7185,1447.6789
852,2022-01-25,558000,134000,123000,34650,49950,71000,117500,291000.0,101600,69100.0,1222.51,-25.04,-2.01,1257.92,1265.78,1220.38,4115.0,525854.0,54300000.0,1253.556,1359.4299999999998,1463.1234,1446.9154499999997
853,2022-01-26,562000,135500,133400,34600,50700,70000,115500,276500.0,99000,70500.0,1207.69,-14.82,-1.21,1232.7,1241.91,1207.18,3881.0,549113.0,53400000.0,1247.05,1343.4460000000001,1460.3619,1445.9975999999997
854,2022-01-27,536000,129000,126600,33400,48550,67100,108000,264000.0,93200,65700.0,1141.78,-65.91,-5.46,1210.69,1216.09,1138.62,4985.0,615738.0,50600000.0,1218.5279999999998,1324.6435,1457.1613,1444.5948500000002
855,2022-01-28,536000,120500,116400,34050,50000,69700,109500,274500.0,94200,65700.0,1154.61,12.83,1.12,1155.94,1170.94,1122.1,4022.0,562842.0,51300000.0,1194.828,1305.9825,1454.1902000000002,1443.1617999999999
856,2022-02-03,532000,123700,116200,35700,50900,68800,100000,275500.0,92500,66300.0,1127.51,-27.1,-2.35,1167.24,1169.68,1125.58,3587.0,469911.0,50500000.0,1170.8200000000002,1285.0185,1450.8141,1441.58555
857,2022-02-04,530000,127900,134200,36950,51500,69700,103500,288500.0,97800,73700.0,1166.75,39.24,3.48,1125.96,1179.69,1123.7,5695.0,672727.0,52500000.0,1159.6680000000001,1268.2105,1448.0160999999998,1440.18365
858,2022-02-07,540000,133900,136400,38300,51900,71100,103000,305000.0,94100,73000.0,1181.18,14.43,1.24,1177.27,1186.02,1157.42,4059.0,539225.0,53300000.0,1154.366,1255.511,1445.5434000000002,1438.8101000000001
859,2022-02-08,540000,133600,144400,38300,52300,69400,103000,299500.0,97000,77200.0,1186.49,5.31,0.45,1191.1,1215.7,1174.37,4885.0,553934.0,53500000.0,1163.3079999999998,1247.0855000000001,1443.4426,1437.4029999999998
860,2022-02-09,540000,132900,149900,37650,52100,71000,103000,297000.0,98700,74300.0,1182.78,-3.71,-0.31,1201.79,1202.16,1176.12,3870.0,378866.0,53300000.0,1168.942,1238.1805,1441.4185,1436.0429000000001
861,2022-02-10,550000,121400,106600,36200,51300,68000,101000,297000.0,96100,69900.0,1166.73,-16.05,-1.36,1192.4,1201.19,1160.18,4720.0,559603.0,52600000.0,1176.786,1229.254,1439.4617,1434.59635
862,2022-02-11,511000,122700,95800,35500,50700,67400,99700,259000.0,93800,70800.0,1110.78,-55.95,-4.8,1125.95,1137.15,1105.54,5169.0,910046.0,49600000.0,1165.592,1219.0475,1437.0039000000002,1433.01455
863,2022-02-14,510000,107900,97000,34100,49200,62500,99700,267500.0,95000,69500.0,1107.67,-3.11,-0.28,1090.28,1114.33,1081.78,3778.0,495941.0,49700000.0,1150.89,1207.0905,1434.1387,1431.50195
864,2022-02-15,513000,110500,97000,33700,48300,60500,98600,281000.0,92700,68700.0,1111.83,4.16,0.38,1114.15,1148.99,1107.6,4544.0,592982.0,50100000.0,1135.958,1197.307,1431.198,1429.9970500000002
865,2022-02-16,492500,113700,108700,34900,50300,62000,102000,277500.0,101000,71700.0,1126.05,14.22,1.28,1112.08,1130.95,1096.05,3975.0,599706.0,50700000.0,1124.6119999999999,1189.381,1428.5245000000002,1428.5773500000003
866,2022-02-17,501000,111700,108200,34400,50400,60500,100500,273000.0,96100,70300.0,1113.65,-12.4,-1.1,1128.29,1138.54,1098.09,3919.0,480529.0,50000000.0,1113.996,1180.7835,1425.6253,1427.1947
867,2022-02-18,492500,112700,108400,36000,50800,61300,101000,274000.0,94600,70800.0,1111.83,-1.82,-0.16,1096.83,1117.96,1093.45,2450.0,320098.0,50000000.0,1114.2060000000001,1173.2555,1422.7129,1425.9732000000001
868,2022-02-21,484000,111900,105500,35600,51100,59700,101500,273500.0,95600,71700.0,1109.8,-2.03,-0.18,1094.35,1113.75,1087.96,2189.0,303263.0,49900000.0,1114.632,1166.7345,1419.7703,1424.7581999999998
869,2022-02-22,462500,108700,100600,34800,49500,57300,100500,273500.0,95200,70200.0,1088.49,-21.31,-1.92,1091.77,1097.9,1079.57,2161.0,337828.0,49100000.0,1109.9640000000002,1156.9395,1416.6606,1423.57395
870,2022-02-23,463500,110800,102500,34700,49600,58600,102500,286000.0,96000,72100.0,1109.69,21.2,1.95,1095.58,1111.61,1094.87,2558.0,378169.0,50200000.0,1106.692,1148.7685,1413.9322,1422.6819
871,2022-02-24,448500,107100,98900,33750,48100,56000,100000,285500.0,93700,69000.0,1080.92,-28.77,-2.59,1094.57,1098.94,1075.32,3027.0,365951.0,49000000.0,1100.146,1140.437,1411.0358999999999,1421.5967
872,2022-02-25,444000,108500,101900,35500,49300,57300,102500,284000.0,94700,72500.0,1093.57,12.65,1.17,1096.91,1106.83,1085.04,3160.0,396149.0,49500000.0,1096.494,1133.9900000000002,1408.0397,1420.6101
873,2022-02-28,443500,109900,109100,35500,49500,56900,102500,295000.0,95100,73500.0,1104.15,10.58,0.97,1083.07,1104.15,1077.37,2429.0,382729.0,50200000.0,1095.364,1128.8129999999999,1405.2766000000001,1419.5464
874,2022-03-02,452000,115100,109200,37600,50300,57800,103000,298000.0,100600,75500.0,1126.77,22.62,2.05,1109.08,1136.72,1107.73,2886.0,362657.0,51300000.0,1103.02,1128.0625,1403.1787,1418.41185
875,2022-03-03,459500,115900,108600,37150,50800,58600,104500,298500.0,101600,75600.0,1137.92,11.15,0.99,1137.79,1140.45,1126.83,1916.0,220801.0,51700000.0,1108.666,1127.2279999999998,1401.2033000000001,1417.4823499999998
876,2022-03-04,437000,111000,102200,35800,50300,57100,101500,282500.0,98500,72600.0,1092.7,-45.22,-3.97,1131.76,1133.29,1092.7,2482.0,326812.0,49500000.0,1111.0220000000002,1125.4875,1398.2637,1416.45095
877,2022-03-07,424500,107800,99800,35300,49850,54900,100000,271000.0,100700,70300.0,1069.69,-23.01,-2.11,1081.06,1084.73,1066.06,2239.0,264133.0,48400000.0,1106.246,1120.6345000000001,1395.1466999999998,1415.32565
878,2022-03-08,430500,107200,101400,34800,49800,54200,101500,273500.0,103600,71200.0,1083.24,13.55,1.27,1059.88,1103.0,1056.72,2476.0,304318.0,49000000.0,1102.0639999999999,1115.7375,1392.3274000000001,1414.30865
879,2022-03-10,443500,116000,103400,36400,50600,57300,105000,295000.0,104500,74300.0,1128.21,44.97,4.15,1106.38,1135.75,1106.38,3485.0,433933.0,51300000.0,1102.352,1112.8235,1389.8127,1413.4848000000002
880,2022-03-11,452000,114600,103700,37700,51000,57000,108000,285000.0,98500,74800.0,1127.97,-0.24,-0.02,1125.96,1141.61,1116.59,2885.0,384258.0,53500000.0,1100.3619999999999,1110.083,1387.14,1412.55585
881,2022-03-14,444500,113500,97900,36500,50200,54700,106000,281000.0,98000,73200.0,1107.68,-20.29,-1.8,1133.73,1139.8,1105.38,2609.0,323147.0,52500000.0,1103.358,1107.1305,1384.22,1411.5257499999998
882,2022-03-15,440000,109600,94200,35000,50300,53800,109500,277500.0,94500,73100.0,1104.29,-3.39,-0.31,1099.86,1116.0,1091.61,2578.0,284364.0,52100000.0,1110.278,1106.806,1381.2345,1410.428
883,2022-03-16,440000,115300,94900,35750,51000,55000,109000,281500.0,98300,75200.0,1114.54,10.25,0.93,1116.75,1122.59,1103.37,2397.0,279691.0,52800000.0,1116.538,1107.1495,1377.7984000000004,1409.3801999999998
884,2022-03-17,467000,118500,100300,36400,51700,58000,109000,284000.0,101700,78300.0,1144.58,30.04,2.7,1138.96,1158.6,1135.66,3907.0,488480.0,54300000.0,1119.812,1108.787,1374.8397,1408.4298500000002
885,2022-03-18,467000,119200,102000,36650,51400,59100,110000,286000.0,106900,81000.0,1157.63,13.05,1.14,1148.93,1161.01,1135.66,4022.0,465607.0,55100000.0,1125.7440000000001,1110.366,1371.7544,1407.5255000000002
886,2022-03-21,463500,119200,99500,35950,51400,58100,108500,276000.0,105300,78100.0,1135.74,-21.89,-1.89,1163.78,1167.92,1135.74,3148.0,399926.0,54000000.0,1131.356,1111.4705,1368.3283999999999,1406.53295
887,2022-03-22,463000,118500,103000,36500,51400,58400,109000,279000.0,106500,78400.0,1142.8,7.06,0.62,1139.67,1150.95,1135.17,2168.0,253471.0,54400000.0,1139.058,1113.019,1365.0988,1405.55225
888,2022-03-23,469000,117300,103300,37000,51300,58400,112000,283000.0,107600,80500.0,1161.68,18.88,1.65,1154.21,1179.71,1151.07,3275.0,374636.0,55200000.0,1148.486,1115.613,1361.807,1404.5809
889,2022-03-24,462500,119600,107300,37000,51600,60400,110000,280500.0,107600,74900.0,1146.96,-14.72,-1.27,1148.88,1151.38,1133.39,4788.0,460349.0,54500000.0,1148.962,1118.5365,1358.1891,1403.50785
890,2022-03-25,463500,119300,102600,36800,51500,60000,109500,278500.0,105300,76900.0,1141.91,-5.05,-0.44,1151.0,1155.38,1140.78,3089.0,330991.0,54200000.0,1145.818,1120.1475,1355.0731,1402.4393
891,2022-03-28,457000,116700,99900,37000,51800,58400,110000,271500.0,100100,76500.0,1125.53,-16.38,-1.43,1136.84,1137.34,1113.43,2415.0,294969.0,53300000.0,1143.776,1122.3780000000002,1351.7904,1401.2444500000001
892,2022-03-29,462000,118700,100300,36900,51600,63300,110000,273000.0,100600,80200.0,1135.93,10.4,0.92,1130.71,1144.07,1128.16,3244.0,334680.0,53900000.0,1142.402,1124.4959999999999,1348.1133,1400.1403
893,2022-03-30,465000,117600,100000,37400,52100,63900,111000,272500.0,101600,78700.0,1139.45,3.52,0.31,1146.86,1153.47,1136.19,2731.0,299201.0,54000000.0,1137.956,1126.261,1344.5349,1398.9862000000003
894,2022-03-31,467500,110900,103500,36850,51600,62700,111500,275500.0,99500,78300.0,1142.61,3.16,0.28,1139.83,1159.74,1135.4,2753.0,340915.0,54000000.0,1137.086,1127.053,1341.0253,1397.88375
895,2022-04-01,467000,111000,100600,36800,51300,67100,108000,278000.0,101300,79000.0,1136.98,-5.63,-0.49,1137.42,1138.37,1119.15,3002.0,303110.0,54000000.0,1136.1,1127.0059999999999,1337.932,1396.73475
896,2022-04-04,476000,113900,103300,37100,52400,71400,109500,298500.0,104200,78800.0,1171.85,34.87,3.07,1130.79,1174.64,1125.96,2904.0,409095.0,55700000.0,1145.364,1130.9635,1334.976,1395.6588000000002
897,2022-04-05,480000,115300,105700,39000,52700,73500,111500,293500.0,105800,79500.0,1179.92,8.07,0.69,1179.37,1184.49,1169.27,2718.0,331744.0,56100000.0,1154.1619999999998,1136.475,1331.9641000000001,1394.65465
898,2022-04-06,474000,121500,107800,38850,52500,78100,109500,287000.0,103500,78800.0,1165.06,-14.86,-1.26,1173.95,1177.98,1159.16,4742.0,532042.0,55400000.0,1159.284,1140.566,1328.3162,1393.4831
899,2022-04-07,462000,116500,101600,37950,50800,73500,104000,284000.0,103000,75900.0,1130.51,-34.55,-2.97,1150.87,1155.06,1128.54,2998.0,340299.0,53900000.0,1156.864,1140.681,1324.3047,1392.2336000000003
900,2022-04-08,458000,111800,99900,36650,50600,72900,103500,280000.0,98700,75500.0,1116.08,-14.43,-1.28,1134.78,1138.92,1104.63,2937.0,341792.0,53100000.0,1152.684,1140.0865,1318.4406,1390.9823
901,2022-04-11,453500,109500,97100,37250,50900,71400,102500,281500.0,97800,72700.0,1106.51,-9.57,-0.86,1107.31,1120.6,1101.18,2107.0,223026.0,52600000.0,1139.616,1140.028,1312.8368,1389.7232999999999
902,2022-04-12,458000,101900,85800,37050,50100,72400,102500,267000.0,100600,66700.0,1084.56,-21.95,-1.98,1102.32,1113.81,1076.11,7521.0,801563.0,51200000.0,1120.5439999999999,1139.0414999999998,1307.3244,1388.28335
903,2022-04-13,458500,102300,85000,37000,51000,73300,104500,267500.0,100600,65900.0,1090.0,5.44,0.5,1082.27,1093.29,1075.21,3378.0,314862.0,51300000.0,1105.532,1137.8145,1301.1457999999998,1386.9491
904,2022-04-14,447000,102400,89100,37000,51300,68900,103500,266500.0,105000,66500.0,1084.56,-5.44,-0.5,1092.14,1099.56,1077.55,4165.0,409791.0,51400000.0,1096.3419999999999,1134.8135,1294.7144,1385.6593
905,2022-04-15,443000,108500,88200,35850,51500,68200,103000,264500.0,107200,65600.0,1080.01,-4.55,-0.42,1076.27,1086.63,1063.61,3223.0,320038.0,51300000.0,1089.128,1130.9325,1288.1612,1384.37715
906,2022-04-18,438500,102600,85200,35650,50700,65400,103000,261000.0,102600,64500.0,1065.13,-14.88,-1.38,1073.23,1075.84,1062.87,2149.0,219850.0,50400000.0,1080.8519999999999,1127.402,1281.9186,1383.0437
907,2022-04-19,439500,104700,85000,36400,52300,69400,103500,261500.0,102400,65900.0,1070.79,5.66,0.53,1072.48,1076.67,1065.91,1736.0,170259.0,50700000.0,1078.098,1123.8015,1276.3311,1381.7199500000002
908,2022-04-20,440000,103300,84500,36900,52200,67800,101500,258000.0,96800,64800.0,1055.81,-14.98,-1.4,1072.15,1072.47,1055.81,2654.0,275527.0,49900000.0,1071.26,1118.508,1271.0422,1380.3488
909,2022-04-21,437000,103400,83500,36000,51500,66100,102000,258000.0,93400,64600.0,1050.73,-5.08,-0.48,1056.66,1061.01,1049.29,2367.0,230344.0,49500000.0,1064.494,1113.6965,1265.6263000000001,1378.6639499999999
910,2022-04-22,422500,101400,82100,35800,50700,64800,99900,250000.0,93800,62200.0,1024.43,-26.3,-2.5,1042.56,1044.03,1018.58,3354.0,355627.0,48300000.0,1053.3780000000002,1107.8225,1259.9722,1376.8817000000001
911,2022-04-25,412500,98600,79800,35200,49900,62700,96200,242500.0,91600,60700.0,994.9,-29.53,-2.88,1016.25,1016.72,994.9,2707.0,276022.0,47000000.0,1039.3319999999999,1101.291,1254.0614,1374.8150500000002
912,2022-04-26,420000,98500,81000,35600,49700,61800,98200,248500.0,98000,61900.0,1017.98,23.08,2.32,1005.43,1027.89,1005.43,4469.0,452345.0,48200000.0,1028.77,1095.3935,1248.4317,1372.44485
913,2022-04-27,410000,94400,78100,35100,48900,60400,94200,238500.0,74200,59400.0,965.4,-52.58,-5.17,993.93,996.25,957.83,9449.0,803916.0,45200000.0,1010.6879999999999,1086.691,1242.5336,1369.6382
914,2022-04-28,412500,94500,77500,35200,48650,60300,94400,240500.0,67000,59900.0,963.51,-1.89,-0.2,965.83,971.36,950.78,5888.0,456881.0,44900000.0,993.244,1077.7359999999999,1236.6612,1366.87995
915,2022-04-29,421500,95800,77600,35200,49800,61100,95600,252000.0,68200,60500.0,985.88,22.37,2.32,966.3,987.03,962.16,4385.0,363577.0,45900000.0,985.534,1070.181,1231.2673,1364.2826499999999
916,2022-05-02,425000,95000,78100,35650,49600,59400,93000,251500.0,67800,59000.0,978.63,-7.25,-0.74,968.64,981.84,967.19,4242.0,340979.0,45600000.0,982.28,1060.52,1225.3095,1361.5174
917,2022-05-03,432500,97200,81000,35500,49100,59100,93100,256500.0,65700,59100.0,988.38,9.75,1.0,979.62,992.59,979.38,2897.0,250245.0,46000000.0,976.36,1050.943,1220.0055,1358.7711
918,2022-05-04,423000,94600,81100,34950,48850,58000,91500,258000.0,65500,58500.0,977.61,-10.77,-1.09,988.92,993.01,974.38,2469.0,232546.0,45600000.0,978.802,1041.5705,1214.6027,1356.1341999999997
919,2022-05-06,414000,91600,72200,34550,48200,55600,88900,256500.0,62300,57300.0,953.73,-23.88,-2.44,961.2,963.34,952.15,3205.0,254945.0,44400000.0,976.8459999999999,1032.7314999999999,1208.7388,1353.2432500000002
920,2022-05-09,411000,89300,71000,34250,46450,54300,88700,251500.0,60700,56900.0,942.8,-10.93,-1.15,949.56,953.67,936.25,2539.0,208467.0,43800000.0,968.2299999999999,1024.0675,1202.3809,1350.3631500000001
921,2022-05-10,408000,88100,69700,31200,46450,53300,88400,245000.0,61200,56900.0,931.79,-11.01,-1.17,929.67,934.28,908.13,3843.0,293382.0,43200000.0,958.8619999999999,1015.3314999999999,1196.0457000000001,1347.33775
922,2022-05-11,413000,88600,69700,30450,44700,55000,88600,257000.0,61200,57900.0,947.69,15.9,1.71,925.71,949.69,921.94,2353.0,207675.0,44000000.0,950.7239999999999,1008.488,1190.0879,1344.1219
923,2022-05-12,398500,77700,62000,29650,41950,50300,83900,252000.0,57500,54400.0,906.18,-41.51,-4.38,931.44,935.01,903.24,5625.0,540278.0,42000000.0,936.4379999999999,999.2970000000001,1183.8559,1340.81125
924,2022-05-13,439500,81400,65300,29950,43200,51600,72300,253500.0,58300,55000.0,906.94,0.76,0.08,914.96,934.92,896.13,4725.0,602218.0,42300000.0,927.0799999999999,990.4159999999999,1177.8748,1337.4433999999999
925,2022-05-16,420500,78500,65300,30150,43200,50500,73800,241000.0,57500,55100.0,885.58,-21.36,-2.36,914.73,922.37,885.24,2463.0,269086.0,41300000.0,915.6360000000001,980.6945000000002,1171.5503999999999,1333.9306
926,2022-05-17,421500,79800,67300,30100,43800,50200,73800,240000.0,59400,56400.0,889.52,3.94,0.44,885.79,894.25,883.49,1927.0,188177.0,41600000.0,907.182,971.914,1165.3121,1330.0866
927,2022-05-18,435500,79800,67300,29950,43900,47650,76600,247500.0,58100,56600.0,911.64,22.12,2.49,896.71,912.49,893.79,2106.0,214602.0,42400000.0,899.9720000000001,963.9565,1159.4464,1326.2662999999998
928,2022-05-19,429500,78200,66400,30050,42350,46100,80000,237000.0,57600,56000.0,904.43,-7.21,-0.79,887.71,908.58,882.7,2114.0,214178.0,41800000.0,899.622,956.3875,1153.4536,1322.6119
929,2022-05-20,450000,82100,70500,30050,43150,49550,80800,256000.0,60300,58900.0,946.81,42.38,4.69,907.45,946.81,905.59,2715.0,286885.0,43900000.0,907.5959999999999,951.1914999999999,1147.7631999999999,1319.17885
930,2022-05-23,455000,82600,75800,31100,43200,49750,80800,256500.0,61000,58800.0,954.15,7.34,0.78,944.56,961.11,934.13,4428.0,378266.0,44300000.0,921.3100000000001,947.6775,1142.2427,1315.88675
931,2022-05-24,442500,80600,73200,31100,42150,48000,78500,247500.0,60000,57700.0,927.12,-27.03,-2.83,947.39,955.21,927.09,2649.0,235862.0,43100000.0,928.8299999999999,944.2885,1136.4144999999999,1312.35195
932,2022-05-25,444500,83900,81900,31250,43150,50000,80200,257000.0,63200,60600.0,953.39,26.27,2.83,939.22,957.35,931.35,5095.0,430451.0,44600000.0,937.18,941.059,1130.8736999999999,1309.23805
933,2022-05-26,454500,83000,79600,31700,43300,50300,79500,255000.0,62900,59700.0,953.78,0.39,0.04,956.94,979.37,951.88,4522.0,429404.0,44400000.0,947.05,940.4780000000001,1125.1378,1306.2172
934,2022-05-27,451000,84200,79000,31800,43400,51200,81800,249000.0,62600,59500.0,951.77,-2.01,-0.21,969.93,973.99,949.17,3046.0,399408.0,44200000.0,948.042,939.891,1119.4772,1303.42605
935,2022-05-30,456000,88000,87000,32200,44500,51800,82000,259000.0,62700,61400.0,972.34,20.57,2.16,963.2,978.64,960.79,3941.0,363903.0,45300000.0,951.68,939.2139999999999,1113.9223,1300.67455
936,2022-05-31,455000,88000,85400,31750,43950,51100,83500,259500.0,63400,62500.0,976.69,4.35,0.45,971.79,980.23,963.38,3698.0,412861.0,45500000.0,961.594,939.117,1108.2213000000002,1297.90595
937,2022-06-02,456000,86900,81100,31450,43800,51500,80800,250000.0,61900,62000.0,956.79,-19.9,-2.04,969.31,969.48,952.15,2089.0,217797.0,44500000.0,962.274,937.5375,1102.7601000000002,1295.0944
938,2022-06-03,449500,88000,81000,31900,44450,51100,82300,253000.0,61600,61900.0,959.68,2.89,0.3,962.82,966.27,956.27,1459.0,153527.0,44700000.0,963.4540000000001,936.641,1098.0052,1292.3147
939,2022-06-07,441500,87000,78300,31600,43800,49500,80000,268500.0,61000,61100.0,959.76,0.08,0.01,959.6,967.05,949.46,1951.0,244709.0,44800000.0,965.052,936.9424999999999,1094.0528,1289.5366999999999
940,2022-06-08,459000,88300,78300,31700,43950,51100,81500,271500.0,62300,61500.0,980.01,20.25,2.11,961.14,989.88,957.48,1618.0,217915.0,45600000.0,966.586,938.8029999999999,1090.2441000000001,1286.9917500000001
941,2022-06-09,465500,88000,78000,32000,44200,50000,81200,276500.0,63400,61600.0,988.92,8.91,0.91,974.95,995.36,972.55,2246.0,325575.0,46000000.0,969.0319999999999,941.6595000000001,1086.6807000000001,1284.5871
942,2022-06-10,457000,88000,83400,31850,43950,50000,80900,274000.0,62000,60400.0,980.35,-8.57,-0.87,974.92,987.72,967.62,1935.0,210769.0,45700000.0,973.744,943.2924999999999,1083.3351,1282.3504
943,2022-06-13,436500,81700,79800,30650,41450,47100,75700,260000.0,58500,57800.0,929.4,-50.95,-5.2,957.08,962.03,929.03,2516.0,251371.0,43400000.0,967.6880000000001,944.4535,1079.161,1279.93535
944,2022-06-14,427000,81400,68400,29800,40700,47850,74900,261000.0,58100,58500.0,916.59,-12.81,-1.38,917.78,927.17,900.36,3658.0,306125.0,42700000.0,959.0539999999999,944.936,1075.2519,1277.3188
945,2022-06-15,411000,78900,66700,28700,39700,46150,71900,259500.0,55600,56400.0,890.15,-26.44,-2.88,917.73,921.27,880.94,2813.0,259524.0,41600000.0,941.082,945.1644999999999,1071.3076999999998,1274.53045
946,2022-06-16,401000,77400,68100,28350,39800,46700,71200,252000.0,55400,57400.0,875.91,-14.24,-1.6,905.51,908.08,873.96,2249.0,211534.0,41000000.0,918.4799999999999,944.4839999999998,1067.2108,1271.6821
947,2022-06-17,398000,77300,69300,27400,39850,45100,71300,262500.0,55600,56200.0,883.04,7.13,0.81,861.28,891.12,854.67,2518.0,248411.0,41400000.0,899.018,943.0539999999999,1063.4173,1268.857
948,2022-06-20,399500,72800,65400,26750,38500,43000,69500,259000.0,52900,50500.0,863.72,-19.32,-2.19,895.93,896.8,855.68,3530.0,253197.0,40200000.0,885.882,941.0184999999999,1059.6523000000002,1265.8129
949,2022-06-21,411500,76100,70100,29400,38400,45300,71400,268500.0,54200,55800.0,896.75,33.03,3.82,876.99,906.62,873.01,6291.0,434405.0,41900000.0,881.914,938.5155000000001,1055.7759,1262.88585
950,2022-06-22,404500,73000,67300,28500,37300,43400,69300,259500.0,51800,50700.0,867.66,-29.09,-3.24,901.47,901.94,867.15,3552.0,258867.0,40400000.0,877.4159999999999,934.191,1051.7214,1259.74
