date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2021-06-08,843000,130800,28693,39488,66900,100400,138500,,58900,55600.0,1363.1,-7.17,-0.52,1370.89,1381.68,1356.13,1886.0,172404.0,45800000.0
2021-06-09,858000,129500,28289,38966,64800,102000,138500,,59200,55900.0,1366.78,3.68,0.27,1364.04,1384.51,1363.86,2119.0,208631.0,46000000.0
2021-06-10,849000,128300,28087,39957,64300,107300,144500,,61500,56400.0,1387.04,20.26,1.48,1367.89,1391.12,1360.3,3567.0,369986.0,46500000.0
2021-06-11,841000,129900,28592,39905,67000,101000,141000,,61900,56600.0,1380.75,-6.29,-0.45,1387.34,1401.47,1373.52,2560.0,293006.0,46200000.0
2021-06-14,858000,131400,29603,40270,65300,97300,141000,,64200,57800.0,1399.37,18.62,1.35,1386.72,1407.51,1381.39,3165.0,271889.0,46900000.0
2021-06-15,853000,130600,29956,40896,64900,92800,134000,,64900,57700.0,1380.41,-18.96,-1.35,1400.33,1404.23,1374.79,2370.0,257348.0,46200000.0
2021-06-16,848000,131300,29653,41209,65700,92500,132000,,64000,56800.0,1366.34,-14.07,-1.02,1380.47,1381.57,1362.92,1906.0,187423.0,45800000.0
2021-06-17,824000,132000,29653,41157,64600,91600,134500,,63900,55900.0,1358.31,-8.03,-0.59,1361.52,1362.15,1337.38,2369.0,284770.0,45400000.0
2021-06-18,818000,131200,29198,41157,66000,95200,134500,,66600,57700.0,1372.55,14.24,1.05,1360.17,1378.67,1350.24,3366.0,284152.0,45600000.0
2021-06-21,820000,129200,26976,39749,64700,94400,134500,,64700,56700.0,1356.85,-15.7,-1.14,1371.81,1373.78,1352.06,2485.0,207669.0,45200000.0
2021-06-22,812000,129000,26471,40010,63700,97500,132000,,64700,56600.0,1342.52,-14.33,-1.06,1354.83,1363.71,1341.5,3292.0,214782.0,44700000.0
2021-06-23,825000,128100,25965,40844,63000,94800,130500,,64500,55700.0,1336.44,-6.08,-0.45,1344.66,1344.66,1333.53,2446.0,217115.0,44800000.0
2021-06-24,830000,125900,26521,42200,63100,93000,130500,,62800,55000.0,1331.82,-4.62,-0.35,1336.73,1344.96,1330.16,2505.0,220092.0,44800000.0
2021-06-25,826000,126700,26723,42096,59200,92100,131500,,62100,55800.0,1335.54,3.72,0.28,1332.15,1340.28,1328.75,2295.0,187060.0,44700000.0
2021-06-28,823000,130200,26774,42879,59100,91800,130500,,61900,55100.0,1330.04,-5.5,-0.41,1338.11,1338.85,1323.75,2309.0,174619.0,44600000.0
2021-06-29,822000,124600,27632,42931,59400,94500,133500,,74400,59700.0,1387.7,57.66,4.34,1343.97,1398.11,1342.35,13084.0,944148.0,46000000.0
2021-06-30,820000,123700,28592,43505,59600,91600,134000,,75700,57800.0,1380.88,-6.82,-0.49,1395.17,1399.09,1374.0,5791.0,440066.0,46000000.0
2021-07-01,834000,122600,27936,43922,59400,90200,139500,,81600,57500.0,1408.23,27.35,1.98,1380.88,1429.29,1380.88,6738.0,598992.0,47100000.0
2021-07-02,818000,123300,30259,42722,59600,89100,138500,,83400,71600.0,1492.02,83.79,5.95,1408.23,1507.35,1405.49,24124.0,1703004.0,47900000.0
2021-07-05,826000,126600,29805,42826,61200,90800,141000,,80700,76000.0,1526.73,34.71,2.33,1517.8,1582.1,1515.02,23662.0,1916081.0,48500000.0
2021-07-06,839000,126200,29451,42200,61200,88900,138000,,77100,76100.0,1515.16,-11.57,-0.76,1528.0,1542.02,1512.29,9319.0,796103.0,48200000.0
2021-07-07,834000,126000,28592,42879,61000,87000,136000,,78200,75500.0,1505.34,-9.82,-0.65,1517.4,1524.01,1502.88,3202.0,330525.0,48000000.0
2021-07-08,834000,123700,28390,42200,60700,86200,135000,,79000,80300.0,1531.68,26.34,1.75,1515.69,1542.32,1513.95,4766.0,431856.0,48200000.0
2021-07-09,800000,118200,27380,41522,60500,84400,133500,,80300,84500.0,1537.64,5.96,0.39,1525.98,1539.42,1503.27,4929.0,515645.0,47600000.0
2021-07-12,772000,117200,27329,41887,61400,86700,135500,,79700,80000.0,1504.99,-32.65,-2.12,1540.5,1559.04,1494.94,7275.0,691990.0,46800000.0
2021-07-13,777000,120200,28138,42722,61500,89000,136500,,78600,83100.0,1531.92,26.93,1.79,1506.32,1540.86,1503.19,7587.0,663535.0,47300000.0
2021-07-14,778000,118800,27986,42931,61300,94600,137000,,77700,81200.0,1518.82,-13.1,-0.86,1531.68,1539.32,1516.13,3717.0,357447.0,47100000.0
2021-07-15,804000,119800,29299,43296,61600,90600,138000,,78500,81200.0,1536.87,18.05,1.19,1519.65,1539.58,1516.33,5152.0,425228.0,48000000.0
2021-07-16,839000,119800,28794,43139,61400,88700,140000,,80200,86500.0,1590.86,53.99,3.51,1534.2,1606.63,1529.5,14687.0,1277977.0,49400000.0
2021-07-19,827000,118900,30865,42931,61000,88900,137500,,81400,84100.0,1568.31,-22.55,-1.42,1579.88,1587.97,1565.89,5816.0,467458.0,48900000.0
2021-07-20,819000,117400,30411,41940,62300,85600,142500,,84400,83900.0,1580.51,12.2,0.78,1556.21,1594.09,1553.64,7711.0,600266.0,49300000.0
2021-07-21,809000,117600,30967,42148,62000,84700,141000,,78000,88400.0,1588.14,7.63,0.48,1598.2,1632.95,1582.72,12609.0,1114699.0,48800000.0
2021-07-22,794000,118800,30865,42670,61800,84700,140500,,79400,100200.0,1658.32,70.18,4.42,1597.21,1671.8,1592.82,17545.0,1720801.0,49400000.0
2021-07-23,812000,119900,30967,41992,63200,85700,143000,,79400,100400.0,1675.7,17.38,1.05,1670.89,1684.64,1650.91,8492.0,793953.0,50200000.0
2021-07-26,823000,118000,30714,41731,62400,86600,140000,,78800,95000.0,1635.31,-40.39,-2.41,1697.29,1718.37,1629.69,11206.0,940046.0,49700000.0
2021-07-27,806000,117800,30057,41835,62300,84500,138500,,79000,96500.0,1633.42,-1.89,-0.12,1646.79,1656.01,1631.4,5098.0,487849.0,49200000.0
2021-07-28,809000,116300,28996,40844,61400,82000,139500,,76900,94000.0,1612.57,-20.85,-1.28,1628.46,1647.12,1602.72,4450.0,411192.0,48900000.0
2021-07-29,841000,116100,30057,40636,61800,83300,142500,,78400,93600.0,1634.08,21.51,1.33,1620.55,1642.78,1612.02,4350.0,469126.0,50000000.0
2021-07-30,824000,113800,28542,40270,60900,82000,138500,,74000,89100.0,1576.17,-57.91,-3.54,1625.06,1626.85,1575.85,5280.0,490406.0,48500000.0
2021-08-02,824000,113500,29148,39749,60900,81500,137000,,76100,86400.0,1557.95,-18.22,-1.16,1579.18,1581.17,1550.47,4214.0,392446.0,48200000.0
2021-08-03,810000,110000,26218,39227,61900,80000,134500,,70900,83400.0,1510.0,-47.95,-3.08,1576.75,1586.08,1488.43,10401.0,861454.0,46900000.0
2021-08-04,812000,115500,26066,40062,63600,82300,137000,,70800,83400.0,1522.64,12.64,0.84,1512.07,1528.57,1493.37,5293.0,455753.0,47300000.0
2021-08-05,817000,115700,26370,40270,63400,79800,136000,,72300,84200.0,1530.41,7.77,0.51,1533.02,1548.09,1527.39,4272.0,377918.0,47500000.0
2021-08-06,823000,115300,25915,40114,64200,78800,136500,,71500,82100.0,1519.1,-11.31,-0.74,1525.18,1529.43,1512.47,3087.0,283536.0,47500000.0
2021-08-09,822000,115600,25612,40270,62700,88200,135000,,70200,82600.0,1515.62,-3.48,-0.23,1511.79,1525.56,1506.5,3524.0,313702.0,47300000.0
2021-08-10,815000,113500,25864,39697,62600,81000,134500,454000.0,70300,83700.0,1515.36,-0.26,-0.02,1506.67,1518.48,1495.31,3013.0,257459.0,47100000.0
2021-08-11,790000,111700,27632,38549,62900,81300,136500,407000.0,68600,80800.0,1489.0,-26.36,-1.74,1511.61,1519.49,1485.99,3498.0,359584.0,46300000.0
2021-08-12,806000,110300,30865,37401,61900,72200,132000,406000.0,68100,78800.0,1469.85,-19.15,-1.29,1477.64,1492.5,1459.53,5385.0,511922.0,46100000.0
2021-08-13,786000,105800,31825,36880,61900,72000,127000,437000.0,63600,77200.0,1427.69,-42.16,-2.87,1454.36,1456.4,1411.55,11755.0,935129.0,44700000.0
2021-08-17,771000,101000,38140,35836,58600,66800,125000,451500.0,61800,77100.0,1412.41,-15.28,-1.07,1419.59,1430.93,1406.27,6248.0,517586.0,44100000.0
2021-08-18,788000,102500,38493,36619,58700,67600,129500,469000.0,62700,77800.0,1439.9,27.49,1.95,1412.38,1449.16,1408.59,4810.0,433976.0,45100000.0
2021-08-19,853000,100900,36927,35993,56500,67500,126500,492500.0,67500,76100.0,1447.82,7.92,0.55,1437.28,1474.91,1430.92,6276.0,810972.0,46300000.0
2021-08-20,826000,98800,37079,34950,56200,66000,125000,491500.0,71000,77600.0,1445.58,-2.24,-0.15,1458.81,1482.26,1434.91,5387.0,564081.0,45800000.0
2021-08-23,824000,101400,38190,35836,56500,67500,129000,484500.0,72400,75300.0,1448.06,2.48,0.17,1463.69,1463.69,1437.92,3483.0,335091.0,46100000.0
2021-08-24,847000,103100,37736,36306,58400,72600,132000,460000.0,72700,75900.0,1472.54,24.48,1.69,1457.23,1475.69,1449.07,2620.0,307349.0,47100000.0
2021-08-25,837000,104100,37180,36410,58500,70000,136500,451000.0,70000,76800.0,1482.16,9.62,0.65,1478.78,1485.12,1464.46,3028.0,327476.0,47100000.0
2021-08-26,709000,103400,35867,36515,60400,70800,127000,469500.0,87900,85400.0,1496.83,14.67,0.99,1471.33,1508.85,1452.95,23237.0,2617948.0,45300000.0
2021-08-27,659000,103300,32027,36567,62700,73800,127500,497000.0,89000,80900.0,1451.56,-45.27,-3.02,1495.88,1506.43,1444.32,18158.0,2166347.0,43900000.0
2021-08-30,649000,103100,41625,36932,62500,78100,125000,497000.0,102000,82000.0,1482.02,30.46,2.1,1455.13,1484.74,1451.72,18395.0,2042736.0,44800000.0
2021-08-31,660000,103200,47839,36828,63300,78000,129000,491500.0,94300,81200.0,1483.84,1.82,0.12,1463.91,1487.36,1449.03,13031.0,1495434.0,45000000.0
2021-09-01,637000,103800,54406,37088,61700,81100,127500,507000.0,89500,79900.0,1461.84,-22.0,-1.48,1469.05,1478.72,1457.42,10282.0,1201570.0,44100000.0
2021-09-02,633000,103900,54507,37036,61500,84800,126000,491500.0,87500,79700.0,1451.72,-10.12,-0.69,1466.28,1482.52,1451.32,5977.0,708579.0,43800000.0
2021-09-03,622000,103300,66581,36828,59600,80400,126000,509000.0,88400,80500.0,1465.12,13.4,0.92,1457.22,1467.85,1449.95,6852.0,877367.0,44000000.0
2021-09-06,633000,103900,64914,36932,59500,89700,126000,482500.0,85800,77800.0,1446.55,-18.57,-1.27,1462.63,1465.47,1439.89,4888.0,629185.0,43800000.0
2021-09-07,616000,103200,64156,36515,59600,91400,125000,464500.0,84100,77200.0,1428.45,-18.1,-1.25,1451.95,1455.44,1419.57,3944.0,568678.0,43100000.0
2021-09-08,612000,101500,55568,36619,58500,84500,125000,483500.0,83000,74300.0,1396.57,-31.88,-2.23,1425.09,1431.99,1396.57,4627.0,594125.0,42400000.0
2021-09-09,611000,100100,61529,35680,57500,90900,122500,475000.0,84300,72900.0,1385.19,-11.38,-0.81,1392.12,1402.22,1374.6,5579.0,707868.0,42200000.0
2021-09-10,607000,101100,58700,35576,58000,88500,122500,447000.0,81800,73800.0,1362.41,-22.78,-1.64,1375.94,1376.71,1349.5,7260.0,871012.0,62400000.0
2021-09-13,591000,99900,59000,35471,58300,115000,121500,451500.0,80900,71800.0,1356.56,-5.85,-0.43,1371.03,1376.08,1351.18,4335.0,595654.0,62200000.0
2021-09-14,599000,102100,74400,35732,59000,119500,124000,478000.0,82900,72400.0,1394.19,37.63,2.77,1359.82,1399.96,1359.39,7391.0,850224.0,64200000.0
2021-09-15,596000,101500,74900,35889,59800,123000,124000,493500.0,84300,72400.0,1405.9,11.71,0.84,1389.44,1417.02,1382.34,3191.0,478079.0,65000000.0
2021-09-16,589000,100500,80000,35471,61300,132400,122000,492000.0,82000,71300.0,1393.4,-12.5,-0.89,1409.59,1412.85,1390.05,3668.0,505566.0,64500000.0
2021-09-17,587000,102700,85800,37506,60600,156500,122000,493500.0,82400,72200.0,1403.57,10.17,0.73,1392.89,1405.08,1385.63,5779.0,840578.0,65000000.0
2021-09-23,584000,99800,78400,36567,62000,177200,121000,500000.0,82200,68900.0,1403.07,-0.5,-0.04,1392.4,1415.19,1385.37,3725.0,579658.0,65000000.0
2021-09-24,596000,100500,76500,35889,62500,162700,120000,493000.0,87400,68300.0,1404.06,0.99,0.07,1403.04,1410.7,1392.39,4175.0,533128.0,65000000.0
2021-09-27,583000,100400,67400,37088,62900,186000,119000,498000.0,82200,68800.0,1399.46,-4.6,-0.33,1408.01,1413.26,1397.19,2888.0,427671.0,64900000.0
2021-09-28,571000,97200,68900,36358,63300,182200,116000,500000.0,84000,67800.0,1382.53,-16.93,-1.21,1394.68,1401.74,1376.17,3331.0,510678.0,64400000.0
2021-09-29,574000,95700,72600,36410,62400,172400,114500,500000.0,80700,66900.0,1370.55,-11.98,-0.87,1364.97,1376.93,1345.73,2836.0,437638.0,63900000.0
2021-09-30,603000,98800,70000,36619,63000,156900,118000,502000.0,80400,65700.0,1393.19,22.64,1.65,1371.05,1402.23,1368.07,3257.0,726631.0,64700000.0
2021-10-01,595000,95800,81800,36410,60900,161300,115000,498000.0,85300,64800.0,1380.46,-12.73,-0.91,1386.72,1394.03,1374.26,4504.0,598255.0,64200000.0
2021-10-05,563000,95300,96000,35419,60100,181200,114000,463000.0,85900,63300.0,1336.56,-43.9,-3.18,1365.31,1369.94,1331.22,4215.0,631300.0,61800000.0
2021-10-06,560000,96200,94500,35211,59600,187000,116500,454000.0,85400,62600.0,1335.46,-1.1,-0.08,1350.87,1360.31,1327.87,3748.0,524408.0,61500000.0
2021-10-07,571000,101900,98800,35628,62300,187500,121000,474000.0,90700,67300.0,1386.66,51.2,3.83,1354.52,1393.3,1353.12,4248.0,529382.0,64000000.0
2021-10-08,578000,97700,97900,35836,62300,187400,121500,470000.0,88000,65300.0,1381.39,-5.27,-0.38,1387.21,1390.13,1371.97,2614.0,338519.0,63600000.0
2021-10-12,558000,95600,90500,35263,61500,156000,119000,484000.0,89800,65400.0,1365.17,-16.22,-1.17,1376.35,1378.09,1349.51,2920.0,440247.0,63400000.0
2021-10-13,576000,96300,90700,36045,61500,136400,120000,488000.0,92700,65500.0,1379.68,14.51,1.06,1369.13,1402.51,1368.2,3849.0,525311.0,64000000.0
2021-10-14,582000,100000,117200,36880,64500,139300,122500,478500.0,94800,68900.0,1395.24,15.56,1.13,1385.81,1395.49,1379.0,3407.0,445163.0,64500000.0
2021-10-15,607000,101000,120300,37714,65200,136500,121500,472500.0,94000,67500.0,1399.68,4.44,0.32,1392.96,1406.0,1384.99,3179.0,497460.0,64500000.0
2021-10-18,596000,111500,126000,38027,65800,124200,120500,486000.0,90900,71100.0,1402.84,3.16,0.23,1401.65,1416.89,1386.65,5292.0,626344.0,65000000.0
2021-10-19,629000,113500,138500,38027,65800,124400,127500,493500.0,97800,72200.0,1458.15,55.31,3.94,1415.89,1460.13,1415.32,4854.0,682045.0,67200000.0
2021-10-20,624000,116900,130100,37975,64700,117500,126000,487000.0,95800,71000.0,1440.45,-17.7,-1.21,1459.35,1476.58,1439.07,4770.0,669273.0,66400000.0
2021-10-21,619000,123400,141400,38393,73400,119400,126000,493000.0,107500,72400.0,1466.16,25.71,1.78,1441.63,1474.26,1441.63,8428.0,901821.0,67800000.0
2021-10-22,628000,124000,136500,38914,66600,118900,129000,488000.0,107000,75800.0,1478.34,12.18,0.83,1470.37,1498.7,1468.77,12418.0,1153663.0,68100000.0
2021-10-25,622000,119600,139900,38862,64200,118900,127000,488000.0,108300,73700.0,1465.76,-12.58,-0.85,1487.92,1492.14,1457.33,5549.0,761442.0,67600000.0
2021-10-26,627000,129800,161000,38758,64700,126800,128500,498000.0,110400,75200.0,1490.86,25.1,1.71,1475.88,1502.87,1472.06,6322.0,770299.0,68800000.0
2021-10-27,639000,133600,168700,38497,65900,131000,129000,489500.0,114800,80100.0,1508.75,17.89,1.2,1494.37,1513.73,1481.41,6799.0,768556.0,69500000.0
2021-10-28,621000,125700,160100,38236,64100,129300,123500,475000.0,105000,78700.0,1453.51,-55.24,-3.66,1505.47,1511.17,1453.42,6802.0,794955.0,67000000.0
2021-10-29,627000,128500,182800,41731,64200,119800,123500,469500.0,103900,79800.0,1453.8,0.29,0.02,1459.41,1472.84,1445.63,5996.0,663354.0,66900000.0
2021-11-01,648000,131500,183500,43452,65200,118800,127000,478000.0,109200,87900.0,1503.64,49.84,3.43,1460.03,1509.45,1459.3,13246.0,1358410.0,69200000.0
2021-11-02,643000,130400,183400,43035,67800,117600,126500,483500.0,106200,86400.0,1497.29,-6.35,-0.42,1506.09,1511.87,1494.38,7565.0,835213.0,69000000.0
2021-11-03,657000,129800,190000,42148,66300,114400,125500,472000.0,105000,89000.0,1493.57,-3.72,-0.25,1492.6,1508.45,1486.72,7466.0,995345.0,68700000.0
2021-11-04,595000,122600,167100,40270,66800,109800,124000,468000.0,103200,91200.0,1446.31,-47.26,-3.16,1482.04,1484.11,1428.7,14922.0,2135936.0,66800000.0
2021-11-05,624000,125000,165100,40218,66000,112800,123000,451000.0,110200,97900.0,1467.45,21.14,1.46,1456.46,1471.85,1438.73,9730.0,1407935.0,67500000.0
2021-11-08,629000,133700,183000,40844,66700,117500,125000,441500.0,114100,99200.0,1481.11,13.66,0.93,1469.38,1489.74,1449.16,10144.0,1452791.0,67900000.0
2021-11-09,627000,150700,189500,45852,69400,131100,131500,465500.0,114300,98500.0,1529.85,48.74,3.29,1480.0,1531.37,1479.64,10310.0,1359764.0,70200000.0
2021-11-10,605000,169300,181000,48617,68600,144600,131000,484500.0,114900,91400.0,1531.66,1.81,0.12,1530.52,1548.99,1521.33,16925.0,2494202.0,70500000.0
2021-11-11,786000,168700,180400,48721,72800,144300,135000,540000.0,121800,93000.0,1702.49,170.83,11.15,1520.4,1723.22,1517.97,28390.0,5797240.0,78400000.0
2021-11-12,715000,173900,188900,49295,67900,152000,132500,547000.0,120000,96900.0,1666.89,-35.6,-2.09,1703.73,1703.92,1614.39,16427.0,3106926.0,77200000.0
2021-11-15,660000,172800,190400,47469,68100,148700,131500,548000.0,123500,97200.0,1635.8,-31.09,-1.87,1658.72,1697.77,1625.43,7831.0,1768092.0,76100000.0
2021-11-16,705000,176100,206400,51851,68000,140100,135000,547000.0,138500,108700.0,1707.86,72.06,4.41,1645.87,1712.13,1645.87,20601.0,3089733.0,79300000.0
2021-11-17,725000,176400,206400,51590,64900,141300,132000,567000.0,141000,107900.0,1727.7,19.84,1.16,1730.79,1759.56,1712.1,14037.0,2182606.0,80600000.0
2021-11-18,760000,176700,226500,51642,66000,140000,134000,543000.0,140200,108600.0,1735.33,7.63,0.44,1735.19,1749.28,1677.47,9751.0,1705554.0,80300000.0
2021-11-19,750000,168500,237000,49399,64200,130600,126500,542000.0,135000,107500.0,1689.39,-45.94,-2.65,1718.33,1732.63,1688.37,8866.0,1285826.0,78600000.0
2021-11-22,748000,160000,236800,48564,61800,111000,124000,516000.0,131200,97000.0,1629.54,-59.85,-3.54,1657.52,1668.03,1587.06,11449.0,1574610.0,75500000.0
2021-11-23,708000,147500,198700,48721,60300,108800,123000,505000.0,127900,96400.0,1584.7,-44.84,-2.75,1599.78,1635.39,1575.14,6700.0,1039528.0,73500000.0
2021-11-24,710000,153600,201500,47730,59600,111200,122000,509000.0,131700,96300.0,1592.32,7.62,0.48,1583.2,1603.83,1550.02,6441.0,933097.0,73900000.0
2021-11-25,700000,154700,186700,47208,59500,111900,123000,504000.0,129400,101100.0,1589.84,-2.48,-0.16,1598.55,1634.16,1589.11,7172.0,1074703.0,73800000.0
2021-11-26,695000,160800,192000,46687,58500,107000,120000,506000.0,133000,102400.0,1585.98,-3.86,-0.24,1598.38,1620.51,1573.65,7082.0,1074817.0,73800000.0
2021-11-29,689000,152600,203200,46165,57400,103300,120000,510000.0,133200,102800.0,1580.95,-5.03,-0.32,1559.76,1622.71,1559.67,6411.0,997790.0,73700000.0
2021-11-30,681000,155200,197000,47156,55700,100600,117000,503000.0,131700,98600.0,1555.21,-25.74,-1.63,1598.7,1626.19,1533.57,14703.0,2770975.0,72500000.0
2021-12-01,701000,155700,184900,46687,56700,97600,118000,489000.0,127700,96700.0,1550.75,-4.46,-0.29,1571.87,1584.69,1523.5,5462.0,903265.0,71900000.0
2021-12-02,690000,143000,168700,45330,57000,94100,118000,502000.0,115800,91500.0,1525.27,-25.48,-1.64,1535.71,1544.78,1495.91,6073.0,853178.0,70900000.0
2021-12-03,728000,148200,179900,46895,62300,100500,121000,500000.0,122000,95200.0,1574.41,49.14,3.22,1531.98,1586.42,1527.69,5069.0,811752.0,72900000.0
2021-12-06,712000,136600,161500,44913,59000,95000,118500,472500.0,119000,90200.0,1518.78,-55.63,-3.53,1559.35,1562.67,1517.55,3927.0,600312.0,70100000.0
2021-12-07,717000,136600,156000,44026,58600,95200,120000,465000.0,118100,90100.0,1517.89,-0.89,-0.06,1531.72,1546.24,1501.24,3828.0,630912.0,69900000.0
2021-12-08,732000,145700,170100,46008,58500,95400,119000,464500.0,122600,94600.0,1540.12,22.23,1.46,1538.21,1562.32,1535.69,5270.0,808859.0,70900000.0
2021-12-09,737000,147000,177800,50703,59200,100400,121500,479000.0,131200,94700.0,1578.59,38.47,2.5,1561.72,1583.36,1556.39,5386.0,807927.0,72800000.0
2021-12-10,727000,147500,171100,50338,58800,97400,121000,489500.0,124800,91000.0,1565.31,-13.28,-0.84,1567.7,1579.19,1557.35,4413.0,614805.0,72600000.0
2021-12-13,714000,140000,156400,49451,57500,92500,119000,489500.0,123500,90200.0,1543.47,-21.84,-1.4,1562.7,1566.56,1541.92,3326.0,491303.0,71800000.0
2021-12-14,697000,140200,158700,48147,56800,91000,119500,493000.0,119600,89000.0,1529.38,-14.09,-0.91,1535.39,1550.8,1516.28,2894.0,461929.0,71200000.0
2021-12-15,673000,144500,157700,46791,56900,88500,118000,485000.0,119800,88900.0,1505.05,-24.33,-1.59,1525.16,1533.69,1495.57,2729.0,464540.0,70100000.0
2021-12-16,680000,148000,163400,46426,57000,90300,119000,484000.0,124100,88600.0,1518.02,12.97,0.86,1517.95,1529.13,1508.56,3228.0,519460.0,70600000.0
2021-12-17,670000,153700,161200,49086,56700,91500,118000,494500.0,120100,86700.0,1513.35,-4.67,-0.31,1511.18,1525.32,1503.52,5052.0,1168780.0,70600000.0
2021-12-20,655000,151600,160400,47938,55900,89500,121500,471000.0,123600,85900.0,1498.21,-15.14,-1.0,1510.01,1515.13,1490.75,2600.0,414355.0,69400000.0
2021-12-21,663000,158100,170900,47938,56400,91100,119500,466500.0,126000,88300.0,1503.71,5.5,0.37,1505.57,1511.67,1480.67,2570.0,372595.0,69700000.0
2021-12-22,665000,156700,181400,49190,57100,90100,120000,470500.0,125100,90700.0,1515.85,12.14,0.81,1512.1,1527.64,1507.52,8053.0,532785.0,70300000.0
2021-12-23,656000,158800,178900,49190,56700,88700,121000,464000.0,124400,89700.0,1506.2,-9.65,-0.64,1522.82,1529.89,1500.68,3627.0,429592.0,69700000.0
2021-12-24,656000,161000,174400,48617,58100,90100,121000,463000.0,126500,90700.0,1509.94,3.74,0.25,1510.33,1524.43,1504.7,4421.0,454011.0,69900000.0
2021-12-27,657000,166100,172000,43818,57700,87400,121500,450500.0,131100,92200.0,1507.47,-2.47,-0.16,1510.82,1515.2,1494.97,4011.0,517088.0,69600000.0
2021-12-28,656000,167000,184000,44600,57500,88600,121000,462000.0,140000,93100.0,1527.37,19.9,1.32,1511.65,1527.45,1498.95,5930.0,797224.0,70800000.0
2021-12-29,660000,157200,180400,43850,57600,106100,119000,467000.0,135200,89600.0,1517.83,-9.54,-0.62,1530.29,1539.76,1514.89,7090.0,884449.0,69700000.0
2021-12-30,643000,158200,177900,45000,57900,105200,125000,460000.0,138300,91000.0,1527.83,10.0,0.66,1515.86,1539.86,1505.51,5207.0,564202.0,69800000.0
2022-01-03,667000,158400,183900,43450,59200,105800,127500,460000.0,134000,93000.0,1546.79,18.96,1.24,1546.85,1586.16,1539.28,6436.0,703041.0,70500000.0
2022-01-04,657000,154300,169200,42750,58700,100700,123000,444000.0,130500,90300.0,1502.91,-43.88,-2.84,1542.76,1545.07,1495.25,4405.0,527341.0,68500000.0
2022-01-05,625000,150000,156600,41600,57100,98200,118000,417000.0,125800,86400.0,1435.17,-67.74,-4.51,1493.58,1494.05,1431.38,4172.0,633270.0,65200000.0
2022-01-06,601000,134200,138200,40450,55100,92100,112500,402000.0,116800,74100.0,1355.0,-80.17,-5.59,1404.91,1407.59,1353.09,8682.0,954567.0,61500000.0
2022-01-07,606000,141100,150800,40450,55600,92800,113000,394500.0,119400,74300.0,1360.88,5.88,0.43,1363.23,1382.93,1360.84,4010.0,520121.0,61700000.0
2022-01-10,614000,139400,151500,39700,55100,89900,111500,381500.0,116100,74200.0,1345.26,-15.62,-1.15,1349.88,1362.52,1325.25,3375.0,474209.0,60800000.0
2022-01-11,604000,131100,138100,39400,54100,83600,110000,365000.0,116000,72700.0,1314.91,-30.35,-2.26,1346.1,1354.88,1310.35,3712.0,510261.0,59200000.0
2022-01-12,616000,134100,146000,42900,54800,89100,114000,367500.0,118700,74400.0,1346.81,31.9,2.43,1334.8,1353.58,1330.12,3102.0,428661.0,60500000.0
2022-01-13,605000,131700,143100,41350,54600,88500,112500,346500.0,113900,71100.0,1307.5,-39.31,-2.92,1342.26,1344.31,1305.55,3032.0,476768.0,58400000.0
2022-01-14,583000,129500,137000,40500,54200,88100,110500,343500.0,113800,70800.0,1284.57,-22.93,-1.75,1278.04,1296.72,1264.77,2636.0,453026.0,57500000.0
2022-01-17,588000,129800,137800,40550,53600,88100,112000,341000.0,111900,69800.0,1285.6,1.03,0.08,1283.9,1296.72,1271.36,1791.0,278563.0,57400000.0
2022-01-18,578000,128400,129900,40450,52800,84800,108500,340500.0,109000,68900.0,1262.39,-23.21,-1.81,1287.55,1301.68,1257.68,1985.0,272419.0,56500000.0
2022-01-19,582000,130400,129400,39500,52100,81900,105500,324500.0,107500,68000.0,1240.22,-22.17,-1.76,1260.19,1266.74,1235.76,2791.0,380723.0,55400000.0
2022-01-20,578000,139500,138500,40000,53500,81900,116000,325000.0,112700,71400.0,1284.39,44.17,3.56,1241.83,1290.46,1234.44,2900.0,388604.0,57000000.0
2022-01-21,565000,136600,137000,41600,52700,76200,118500,310000.0,114000,71800.0,1273.11,-11.28,-0.88,1261.84,1293.15,1257.34,3681.0,578153.0,56200000.0
2022-01-24,567000,133600,128800,37050,51400,74200,118500,302000.0,105000,69700.0,1247.55,-25.56,-2.01,1267.01,1273.35,1234.13,3875.0,481744.0,55500000.0
2022-01-25,558000,134000,123000,34650,49950,71000,117500,291000.0,101600,69100.0,1222.51,-25.04,-2.01,1257.92,1265.78,1220.38,4115.0,525854.0,54300000.0
2022-01-26,562000,135500,133400,34600,50700,70000,115500,276500.0,99000,70500.0,1207.69,-14.82,-1.21,1232.7,1241.91,1207.18,3881.0,549113.0,53400000.0
2022-01-27,536000,129000,126600,33400,48550,67100,108000,264000.0,93200,65700.0,1141.78,-65.91,-5.46,1210.69,1216.09,1138.62,4985.0,615738.0,50600000.0
2022-01-28,536000,120500,116400,34050,50000,69700,109500,274500.0,94200,65700.0,1154.61,12.83,1.12,1155.94,1170.94,1122.1,4022.0,562842.0,51300000.0
2022-02-03,532000,123700,116200,35700,50900,68800,100000,275500.0,92500,66300.0,1127.51,-27.1,-2.35,1167.24,1169.68,1125.58,3587.0,469911.0,50500000.0
