date,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2022-08-18,861.33,-12.02,-1.38,862.08,868.85,853.94,1974,170137,4.07E+07
2022-08-17,873.35,-5.44,-0.62,879.45,881.66,869.55,2038,194004,4.13E+07
2022-08-16,878.79,2.06,0.23,876.3,880.69,867.25,2981,304299,4.17E+07
2022-08-12,876.73,-26.46,-2.93,895.25,899.21,872.43,4176,477725,4.15E+07
2022-08-11,903.19,27.99,3.2,889.57,905.42,888.13,4640,366004,4.25E+07
2022-08-10,875.2,-35.16,-3.86,907.55,911.12,874.68,2701,241239,4.12E+07
2022-08-09,910.36,25.6,2.89,884.91,914.54,882.33,4332,393734,4.28E+07
2022-08-08,884.76,1.18,0.13,876.79,886.85,870.8,2500,193538,4.17E+07
2022-08-05,883.58,-3.92,-0.44,890.61,896.06,877.8,5189,399978,4.17E+07
2022-08-04,887.5,32.58,3.81,866.04,891.9,865.1,11385,844579,4.19E+07
2022-08-03,854.92,37,4.52,821.51,858.7,819.68,9737,643987,4.03E+07
2022-08-02,817.92,-14.32,-1.72,826.21,828.77,815.31,1701,133870,3.82E+07
2022-08-01,832.24,2.15,0.26,824.71,833.34,818.23,1660,146649,3.88E+07
2022-07-29,830.09,4.28,0.52,831.75,841.05,813.38,2904,309969,3.86E+07
2022-07-28,825.81,2.87,0.35,834.39,843.18,820.76,2079,165803,3.85E+07
2022-07-27,822.94,-24.58,-2.9,845.55,846.14,822.66,3100,244807,3.83E+07
2022-07-26,847.52,-0.71,-0.08,847.86,851.28,841.61,1864,142260,3.96E+07
2022-07-25,848.23,1.61,0.19,845.14,852.91,834.34,2249,169214,3.96E+07
2022-07-22,846.62,-9.65,-1.13,855.14,864.36,846.62,2076,169009,3.95E+07
2022-07-21,856.27,16.65,1.98,836.62,863.19,836.52,2400,232397,4.00E+07
2022-07-20,839.62,16.07,1.95,836.47,858.12,833.3,2683,256380,3.92E+07
2022-07-19,823.55,2.09,0.25,821.11,830.34,816.34,1336,113180,3.84E+07
2022-07-18,821.46,9.17,1.13,818.29,824.6,811.61,1396,109101,3.84E+07
2022-07-15,812.29,-16.53,-1.99,833.87,834.8,808.65,2064,154740,3.79E+07
2022-07-14,828.82,4.52,0.55,817.02,840.58,813.97,2321,186123,3.88E+07
2022-07-13,824.3,20.87,2.6,807.73,828.03,803.99,2706,181109,3.85E+07
2022-07-12,803.43,-10.4,-1.28,808.95,813.49,798.46,1735,129374,3.75E+07
2022-07-11,813.83,-7.3,-0.89,820.26,825.06,806.84,1907,141983,3.80E+07
2022-07-08,821.13,-5.48,-0.66,830.76,833.83,820.93,2015,152313,3.82E+07
2022-07-07,826.61,19.6,2.43,814.51,830.44,814,2163,178052,3.85E+07
2022-07-06,807.01,4.09,0.51,796.35,825.24,792.18,2735,237112,3.77E+07
2022-07-05,802.92,18.98,2.42,792.28,811.4,786.95,2831,216382,3.74E+07
2022-07-04,783.94,6.95,0.89,780.45,792.13,770.28,3502,245058,3.64E+07
2022-07-01,776.99,-8.74,-1.11,796.74,802.61,768.64,2967,254787,3.62E+07
2022-06-30,785.73,-50.86,-6.08,835.75,835.9,785.73,3049,371515,3.66E+07
2022-06-29,836.59,-35.68,-4.09,861.13,861.55,836.25,3503,321618,3.88E+07
2022-06-28,872.27,-15.21,-1.71,886.16,890.44,864.8,2595,269220,4.05E+07
2022-06-27,887.48,-19.71,-2.17,913.99,914.88,886.9,3487,278899,4.11E+07
2022-06-24,907.19,38.46,4.43,878.76,910.65,877.46,4852,344812,4.18E+07
2022-06-23,868.73,1.07,0.12,868.16,892.5,855.17,6998,484190,4.00E+07
2022-06-22,867.66,-29.09,-3.24,901.47,901.94,867.15,3552,258867,4.04E+07
2022-06-21,896.75,33.03,3.82,876.99,906.62,873.01,6291,434405,4.19E+07
2022-06-20,863.72,-19.32,-2.19,895.93,896.8,855.68,3530,253197,4.02E+07
2022-06-17,883.04,7.13,0.81,861.28,891.12,854.67,2518,248411,4.14E+07
2022-06-16,875.91,-14.24,-1.6,905.51,908.08,873.96,2249,211534,4.10E+07
2022-06-15,890.15,-26.44,-2.88,917.73,921.27,880.94,2813,259524,4.16E+07
2022-06-14,916.59,-12.81,-1.38,917.78,927.17,900.36,3658,306125,4.27E+07
2022-06-13,929.4,-50.95,-5.2,957.08,962.03,929.03,2516,251371,4.34E+07
2022-06-10,980.35,-8.57,-0.87,974.92,987.72,967.62,1935,210769,4.57E+07
2022-06-09,988.92,8.91,0.91,974.95,995.36,972.55,2246,325575,4.60E+07
2022-06-08,980.01,20.25,2.11,961.14,989.88,957.48,1618,217915,4.56E+07
2022-06-07,959.76,0.08,0.01,959.6,967.05,949.46,1951,244709,4.48E+07
2022-06-03,959.68,2.89,0.3,962.82,966.27,956.27,1459,153527,4.47E+07
2022-06-02,956.79,-19.9,-2.04,969.31,969.48,952.15,2089,217797,4.45E+07
2022-05-31,976.69,4.35,0.45,971.79,980.23,963.38,3698,412861,4.55E+07
2022-05-30,972.34,20.57,2.16,963.2,978.64,960.79,3941,363903,4.53E+07
2022-05-27,951.77,-2.01,-0.21,969.93,973.99,949.17,3046,399408,4.42E+07
2022-05-26,953.78,0.39,0.04,956.94,979.37,951.88,4522,429404,4.44E+07
2022-05-25,953.39,26.27,2.83,939.22,957.35,931.35,5095,430451,4.46E+07
2022-05-24,927.12,-27.03,-2.83,947.39,955.21,927.09,2649,235862,4.31E+07
2022-05-23,954.15,7.34,0.78,944.56,961.11,934.13,4428,378266,4.43E+07
2022-05-20,946.81,42.38,4.69,907.45,946.81,905.59,2715,286885,4.39E+07
2022-05-19,904.43,-7.21,-0.79,887.71,908.58,882.7,2114,214178,4.18E+07
2022-05-18,911.64,22.12,2.49,896.71,912.49,893.79,2106,214602,4.24E+07
2022-05-17,889.52,3.94,0.44,885.79,894.25,883.49,1927,188177,4.16E+07
2022-05-16,885.58,-21.36,-2.36,914.73,922.37,885.24,2463,269086,4.13E+07
2022-05-13,906.94,0.76,0.08,914.96,934.92,896.13,4725,602218,4.23E+07
2022-05-12,906.18,-41.51,-4.38,931.44,935.01,903.24,5625,540278,4.20E+07
2022-05-11,947.69,15.9,1.71,925.71,949.69,921.94,2353,207675,4.40E+07
2022-05-10,931.79,-11.01,-1.17,929.67,934.28,908.13,3843,293382,4.32E+07
2022-05-09,942.8,-10.93,-1.15,949.56,953.67,936.25,2539,208467,4.38E+07
2022-05-06,953.73,-23.88,-2.44,961.2,963.34,952.15,3205,254945,4.44E+07
2022-05-04,977.61,-10.77,-1.09,988.92,993.01,974.38,2469,232546,4.56E+07
2022-05-03,988.38,9.75,1,979.62,992.59,979.38,2897,250245,4.60E+07
2022-05-02,978.63,-7.25,-0.74,968.64,981.84,967.19,4242,340979,4.56E+07
2022-04-29,985.88,22.37,2.32,966.3,987.03,962.16,4385,363577,4.59E+07
2022-04-28,963.51,-1.89,-0.2,965.83,971.36,950.78,5888,456881,4.49E+07
2022-04-27,965.4,-52.58,-5.17,993.93,996.25,957.83,9449,803916,4.52E+07
2022-04-26,1017.98,23.08,2.32,1005.43,1027.89,1005.43,4469,452345,4.82E+07
2022-04-25,994.9,-29.53,-2.88,1016.25,1016.72,994.9,2707,276022,4.70E+07
2022-04-22,1024.43,-26.3,-2.5,1042.56,1044.03,1018.58,3354,355627,4.83E+07
2022-04-21,1050.73,-5.08,-0.48,1056.66,1061.01,1049.29,2367,230344,4.95E+07
2022-04-20,1055.81,-14.98,-1.4,1072.15,1072.47,1055.81,2654,275527,4.99E+07
2022-04-19,1070.79,5.66,0.53,1072.48,1076.67,1065.91,1736,170259,5.07E+07
2022-04-18,1065.13,-14.88,-1.38,1073.23,1075.84,1062.87,2149,219850,5.04E+07
2022-04-15,1080.01,-4.55,-0.42,1076.27,1086.63,1063.61,3223,320038,5.13E+07
2022-04-14,1084.56,-5.44,-0.5,1092.14,1099.56,1077.55,4165,409791,5.14E+07
2022-04-13,1090,5.44,0.5,1082.27,1093.29,1075.21,3378,314862,5.13E+07
2022-04-12,1084.56,-21.95,-1.98,1102.32,1113.81,1076.11,7521,801563,5.12E+07
2022-04-11,1106.51,-9.57,-0.86,1107.31,1120.6,1101.18,2107,223026,5.26E+07
2022-04-08,1116.08,-14.43,-1.28,1134.78,1138.92,1104.63,2937,341792,5.31E+07
2022-04-07,1130.51,-34.55,-2.97,1150.87,1155.06,1128.54,2998,340299,5.39E+07
2022-04-06,1165.06,-14.86,-1.26,1173.95,1177.98,1159.16,4742,532042,5.54E+07
2022-04-05,1179.92,8.07,0.69,1179.37,1184.49,1169.27,2718,331744,5.61E+07
2022-04-04,1171.85,34.87,3.07,1130.79,1174.64,1125.96,2904,409095,5.57E+07
2022-04-01,1136.98,-5.63,-0.49,1137.42,1138.37,1119.15,3002,303110,5.40E+07
2022-03-31,1142.61,3.16,0.28,1139.83,1159.74,1135.4,2753,340915,5.40E+07
2022-03-30,1139.45,3.52,0.31,1146.86,1153.47,1136.19,2731,299201,5.40E+07
2022-03-29,1135.93,10.4,0.92,1130.71,1144.07,1128.16,3244,334680,5.39E+07
2022-03-28,1125.53,-16.38,-1.43,1136.84,1137.34,1113.43,2415,294969,5.33E+07
2022-03-25,1141.91,-5.05,-0.44,1151,1155.38,1140.78,3089,330991,5.42E+07
2022-03-24,1146.96,-14.72,-1.27,1148.88,1151.38,1133.39,4788,460349,5.45E+07
2022-03-23,1161.68,18.88,1.65,1154.21,1179.71,1151.07,3275,374636,5.52E+07
2022-03-22,1142.8,7.06,0.62,1139.67,1150.95,1135.17,2168,253471,5.44E+07
2022-03-21,1135.74,-21.89,-1.89,1163.78,1167.92,1135.74,3148,399926,5.40E+07
2022-03-18,1157.63,13.05,1.14,1148.93,1161.01,1135.66,4022,465607,5.51E+07
2022-03-17,1144.58,30.04,2.7,1138.96,1158.6,1135.66,3907,488480,5.43E+07
2022-03-16,1114.54,10.25,0.93,1116.75,1122.59,1103.37,2397,279691,5.28E+07
2022-03-15,1104.29,-3.39,-0.31,1099.86,1116,1091.61,2578,284364,5.21E+07
2022-03-14,1107.68,-20.29,-1.8,1133.73,1139.8,1105.38,2609,323147,5.25E+07
2022-03-11,1127.97,-0.24,-0.02,1125.96,1141.61,1116.59,2885,384258,5.35E+07
2022-03-10,1128.21,44.97,4.15,1106.38,1135.75,1106.38,3485,433933,5.13E+07
2022-03-08,1083.24,13.55,1.27,1059.88,1103,1056.72,2476,304318,4.90E+07
2022-03-07,1069.69,-23.01,-2.11,1081.06,1084.73,1066.06,2239,264133,4.84E+07
2022-03-04,1092.7,-45.22,-3.97,1131.76,1133.29,1092.7,2482,326812,4.95E+07
2022-03-03,1137.92,11.15,0.99,1137.79,1140.45,1126.83,1916,220801,5.17E+07
2022-03-02,1126.77,22.62,2.05,1109.08,1136.72,1107.73,2886,362657,5.13E+07
2022-02-28,1104.15,10.58,0.97,1083.07,1104.15,1077.37,2429,382729,5.02E+07
2022-02-25,1093.57,12.65,1.17,1096.91,1106.83,1085.04,3160,396149,4.95E+07
2022-02-24,1080.92,-28.77,-2.59,1094.57,1098.94,1075.32,3027,365951,4.90E+07
2022-02-23,1109.69,21.2,1.95,1095.58,1111.61,1094.87,2558,378169,5.02E+07
2022-02-22,1088.49,-21.31,-1.92,1091.77,1097.9,1079.57,2161,337828,4.91E+07
2022-02-21,1109.8,-2.03,-0.18,1094.35,1113.75,1087.96,2189,303263,4.99E+07
2022-02-18,1111.83,-1.82,-0.16,1096.83,1117.96,1093.45,2450,320098,5.00E+07
2022-02-17,1113.65,-12.4,-1.1,1128.29,1138.54,1098.09,3919,480529,5.00E+07
2022-02-16,1126.05,14.22,1.28,1112.08,1130.95,1096.05,3975,599706,5.07E+07
2022-02-15,1111.83,4.16,0.38,1114.15,1148.99,1107.6,4544,592982,5.01E+07
2022-02-14,1107.67,-3.11,-0.28,1090.28,1114.33,1081.78,3778,495941,4.97E+07
2022-02-11,1110.78,-55.95,-4.8,1125.95,1137.15,1105.54,5169,910046,4.96E+07
2022-02-10,1166.73,-16.05,-1.36,1192.4,1201.19,1160.18,4720,559603,5.26E+07
2022-02-09,1182.78,-3.71,-0.31,1201.79,1202.16,1176.12,3870,378866,5.33E+07
2022-02-08,1186.49,5.31,0.45,1191.1,1215.7,1174.37,4885,553934,5.35E+07
2022-02-07,1181.18,14.43,1.24,1177.27,1186.02,1157.42,4059,539225,5.33E+07
2022-02-04,1166.75,39.24,3.48,1125.96,1179.69,1123.7,5695,672727,5.25E+07
2022-02-03,1127.51,-27.1,-2.35,1167.24,1169.68,1125.58,3587,469911,5.05E+07
2022-01-28,1154.61,12.83,1.12,1155.94,1170.94,1122.1,4022,562842,5.13E+07
2022-01-27,1141.78,-65.91,-5.46,1210.69,1216.09,1138.62,4985,615738,5.06E+07
2022-01-26,1207.69,-14.82,-1.21,1232.7,1241.91,1207.18,3881,549113,5.34E+07
2022-01-25,1222.51,-25.04,-2.01,1257.92,1265.78,1220.38,4115,525854,5.43E+07
2022-01-24,1247.55,-25.56,-2.01,1267.01,1273.35,1234.13,3875,481744,5.55E+07
2022-01-21,1273.11,-11.28,-0.88,1261.84,1293.15,1257.34,3681,578153,5.62E+07
2022-01-20,1284.39,44.17,3.56,1241.83,1290.46,1234.44,2900,388604,5.70E+07
2022-01-19,1240.22,-22.17,-1.76,1260.19,1266.74,1235.76,2791,380723,5.54E+07
2022-01-18,1262.39,-23.21,-1.81,1287.55,1301.68,1257.68,1985,272419,5.65E+07
2022-01-17,1285.6,1.03,0.08,1283.9,1296.72,1271.36,1791,278563,5.74E+07
2022-01-14,1284.57,-22.93,-1.75,1278.04,1296.72,1264.77,2636,453026,5.75E+07
2022-01-13,1307.5,-39.31,-2.92,1342.26,1344.31,1305.55,3032,476768,5.84E+07
2022-01-12,1346.81,31.9,2.43,1334.8,1353.58,1330.12,3102,428661,6.05E+07
2022-01-11,1314.91,-30.35,-2.26,1346.1,1354.88,1310.35,3712,510261,5.92E+07
2022-01-10,1345.26,-15.62,-1.15,1349.88,1362.52,1325.25,3375,474209,6.08E+07
2022-01-07,1360.88,5.88,0.43,1363.23,1382.93,1360.84,4010,520121,6.17E+07
2022-01-06,1355,-80.17,-5.59,1404.91,1407.59,1353.09,8682,954567,6.15E+07
2022-01-05,1435.17,-67.74,-4.51,1493.58,1494.05,1431.38,4172,633270,6.52E+07
2022-01-04,1502.91,-43.88,-2.84,1542.76,1545.07,1495.25,4405,527341,6.85E+07
2022-01-03,1546.79,18.96,1.24,1546.85,1586.16,1539.28,6436,703041,7.05E+07
2021-12-30,1527.83,10,0.66,1515.86,1539.86,1505.51,5207,564202,6.98E+07
2021-12-29,1517.83,-9.54,-0.62,1530.29,1539.76,1514.89,7090,884449,6.97E+07
2021-12-28,1527.37,19.9,1.32,1511.65,1527.45,1498.95,5930,797224,7.08E+07
2021-12-27,1507.47,-2.47,-0.16,1510.82,1515.2,1494.97,4011,517088,6.96E+07
2021-12-24,1509.94,3.74,0.25,1510.33,1524.43,1504.7,4421,454011,6.99E+07
2021-12-23,1506.2,-9.65,-0.64,1522.82,1529.89,1500.68,3627,429592,6.97E+07
2021-12-22,1515.85,12.14,0.81,1512.1,1527.64,1507.52,8053,532785,7.03E+07
2021-12-21,1503.71,5.5,0.37,1505.57,1511.67,1480.67,2570,372595,6.97E+07
2021-12-20,1498.21,-15.14,-1,1510.01,1515.13,1490.75,2600,414355,6.94E+07
2021-12-17,1513.35,-4.67,-0.31,1511.18,1525.32,1503.52,5052,1168780,7.06E+07
2021-12-16,1518.02,12.97,0.86,1517.95,1529.13,1508.56,3228,519460,7.06E+07
2021-12-15,1505.05,-24.33,-1.59,1525.16,1533.69,1495.57,2729,464540,7.01E+07
2021-12-14,1529.38,-14.09,-0.91,1535.39,1550.8,1516.28,2894,461929,7.12E+07
2021-12-13,1543.47,-21.84,-1.4,1562.7,1566.56,1541.92,3326,491303,7.18E+07
2021-12-10,1565.31,-13.28,-0.84,1567.7,1579.19,1557.35,4413,614805,7.26E+07
2021-12-09,1578.59,38.47,2.5,1561.72,1583.36,1556.39,5386,807927,7.28E+07
2021-12-08,1540.12,22.23,1.46,1538.21,1562.32,1535.69,5270,808859,7.09E+07
2021-12-07,1517.89,-0.89,-0.06,1531.72,1546.24,1501.24,3828,630912,6.99E+07
2021-12-06,1518.78,-55.63,-3.53,1559.35,1562.67,1517.55,3927,600312,7.01E+07
2021-12-03,1574.41,49.14,3.22,1531.98,1586.42,1527.69,5069,811752,7.29E+07
2021-12-02,1525.27,-25.48,-1.64,1535.71,1544.78,1495.91,6073,853178,7.09E+07
2021-12-01,1550.75,-4.46,-0.29,1571.87,1584.69,1523.5,5462,903265,7.19E+07
2021-11-30,1555.21,-25.74,-1.63,1598.7,1626.19,1533.57,14703,2770975,7.25E+07
2021-11-29,1580.95,-5.03,-0.32,1559.76,1622.71,1559.67,6411,997790,7.37E+07
2021-11-26,1585.98,-3.86,-0.24,1598.38,1620.51,1573.65,7082,1074817,7.38E+07
2021-11-25,1589.84,-2.48,-0.16,1598.55,1634.16,1589.11,7172,1074703,7.38E+07
2021-11-24,1592.32,7.62,0.48,1583.2,1603.83,1550.02,6441,933097,7.39E+07
2021-11-23,1584.7,-44.84,-2.75,1599.78,1635.39,1575.14,6700,1039528,7.35E+07
2021-11-22,1629.54,-59.85,-3.54,1657.52,1668.03,1587.06,11449,1574610,7.55E+07
2021-11-19,1689.39,-45.94,-2.65,1718.33,1732.63,1688.37,8866,1285826,7.86E+07
2021-11-18,1735.33,7.63,0.44,1735.19,1749.28,1677.47,9751,1705554,8.03E+07
2021-11-17,1727.7,19.84,1.16,1730.79,1759.56,1712.1,14037,2182606,8.06E+07
2021-11-16,1707.86,72.06,4.41,1645.87,1712.13,1645.87,20601,3089733,7.93E+07
2021-11-15,1635.8,-31.09,-1.87,1658.72,1697.77,1625.43,7831,1768092,7.61E+07
2021-11-12,1666.89,-35.6,-2.09,1703.73,1703.92,1614.39,16427,3106926,7.72E+07
2021-11-11,1702.49,170.83,11.15,1520.4,1723.22,1517.97,28390,5797240,7.84E+07
2021-11-10,1531.66,1.81,0.12,1530.52,1548.99,1521.33,16925,2494202,7.05E+07
2021-11-09,1529.85,48.74,3.29,1480,1531.37,1479.64,10310,1359764,7.02E+07
2021-11-08,1481.11,13.66,0.93,1469.38,1489.74,1449.16,10144,1452791,6.79E+07
2021-11-05,1467.45,21.14,1.46,1456.46,1471.85,1438.73,9730,1407935,6.75E+07
2021-11-04,1446.31,-47.26,-3.16,1482.04,1484.11,1428.7,14922,2135936,6.68E+07
2021-11-03,1493.57,-3.72,-0.25,1492.6,1508.45,1486.72,7466,995345,6.87E+07
2021-11-02,1497.29,-6.35,-0.42,1506.09,1511.87,1494.38,7565,835213,6.90E+07
2021-11-01,1503.64,49.84,3.43,1460.03,1509.45,1459.3,13246,1358410,6.92E+07
2021-10-29,1453.8,0.29,0.02,1459.41,1472.84,1445.63,5996,663354,6.69E+07
2021-10-28,1453.51,-55.24,-3.66,1505.47,1511.17,1453.42,6802,794955,6.70E+07
2021-10-27,1508.75,17.89,1.2,1494.37,1513.73,1481.41,6799,768556,6.95E+07
2021-10-26,1490.86,25.1,1.71,1475.88,1502.87,1472.06,6322,770299,6.88E+07
2021-10-25,1465.76,-12.58,-0.85,1487.92,1492.14,1457.33,5549,761442,6.76E+07
2021-10-22,1478.34,12.18,0.83,1470.37,1498.7,1468.77,12418,1153663,6.81E+07
2021-10-21,1466.16,25.71,1.78,1441.63,1474.26,1441.63,8428,901821,6.78E+07
2021-10-20,1440.45,-17.7,-1.21,1459.35,1476.58,1439.07,4770,669273,6.64E+07
2021-10-19,1458.15,55.31,3.94,1415.89,1460.13,1415.32,4854,682045,6.72E+07
2021-10-18,1402.84,3.16,0.23,1401.65,1416.89,1386.65,5292,626344,6.50E+07
2021-10-15,1399.68,4.44,0.32,1392.96,1406,1384.99,3179,497460,6.45E+07
2021-10-14,1395.24,15.56,1.13,1385.81,1395.49,1379,3407,445163,6.45E+07
2021-10-13,1379.68,14.51,1.06,1369.13,1402.51,1368.2,3849,525311,6.40E+07
2021-10-12,1365.17,-16.22,-1.17,1376.35,1378.09,1349.51,2920,440247,6.34E+07
2021-10-08,1381.39,-5.27,-0.38,1387.21,1390.13,1371.97,2614,338519,6.36E+07
2021-10-07,1386.66,51.2,3.83,1354.52,1393.3,1353.12,4248,529382,6.40E+07
2021-10-06,1335.46,-1.1,-0.08,1350.87,1360.31,1327.87,3748,524408,6.15E+07
2021-10-05,1336.56,-43.9,-3.18,1365.31,1369.94,1331.22,4215,631300,6.18E+07
2021-10-01,1380.46,-12.73,-0.91,1386.72,1394.03,1374.26,4504,598255,6.42E+07
2021-09-30,1393.19,22.64,1.65,1371.05,1402.23,1368.07,3257,726631,6.47E+07
2021-09-29,1370.55,-11.98,-0.87,1364.97,1376.93,1345.73,2836,437638,6.39E+07
2021-09-28,1382.53,-16.93,-1.21,1394.68,1401.74,1376.17,3331,510678,6.44E+07
2021-09-27,1399.46,-4.6,-0.33,1408.01,1413.26,1397.19,2888,427671,6.49E+07
2021-09-24,1404.06,0.99,0.07,1403.04,1410.7,1392.39,4175,533128,6.50E+07
2021-09-23,1403.07,-0.5,-0.04,1392.4,1415.19,1385.37,3725,579658,6.50E+07
2021-09-17,1403.57,10.17,0.73,1392.89,1405.08,1385.63,5779,840578,6.50E+07
2021-09-16,1393.4,-12.5,-0.89,1409.59,1412.85,1390.05,3668,505566,6.45E+07
2021-09-15,1405.9,11.71,0.84,1389.44,1417.02,1382.34,3191,478079,6.50E+07
2021-09-14,1394.19,37.63,2.77,1359.82,1399.96,1359.39,7391,850224,6.42E+07
2021-09-13,1356.56,-5.85,-0.43,1371.03,1376.08,1351.18,4335,595654,6.22E+07
2021-09-10,1362.41,-22.78,-1.64,1375.94,1376.71,1349.5,7260,871012,6.24E+07
2021-09-09,1385.19,-11.38,-0.81,1392.12,1402.22,1374.6,5579,707868,4.22E+07
2021-09-08,1396.57,-31.88,-2.23,1425.09,1431.99,1396.57,4627,594125,4.24E+07
2021-09-07,1428.45,-18.1,-1.25,1451.95,1455.44,1419.57,3944,568678,4.31E+07
2021-09-06,1446.55,-18.57,-1.27,1462.63,1465.47,1439.89,4888,629185,4.38E+07
2021-09-03,1465.12,13.4,0.92,1457.22,1467.85,1449.95,6852,877367,4.40E+07
2021-09-02,1451.72,-10.12,-0.69,1466.28,1482.52,1451.32,5977,708579,4.38E+07
2021-09-01,1461.84,-22,-1.48,1469.05,1478.72,1457.42,10282,1201570,4.41E+07
2021-08-31,1483.84,1.82,0.12,1463.91,1487.36,1449.03,13031,1495434,4.50E+07
2021-08-30,1482.02,30.46,2.1,1455.13,1484.74,1451.72,18395,2042736,4.48E+07
2021-08-27,1451.56,-45.27,-3.02,1495.88,1506.43,1444.32,18158,2166347,4.39E+07
2021-08-26,1496.83,14.67,0.99,1471.33,1508.85,1452.95,23237,2617948,4.53E+07
2021-08-25,1482.16,9.62,0.65,1478.78,1485.12,1464.46,3028,327476,4.71E+07
2021-08-24,1472.54,24.48,1.69,1457.23,1475.69,1449.07,2620,307349,4.71E+07
2021-08-23,1448.06,2.48,0.17,1463.69,1463.69,1437.92,3483,335091,4.61E+07
2021-08-20,1445.58,-2.24,-0.15,1458.81,1482.26,1434.91,5387,564081,4.58E+07
2021-08-19,1447.82,7.92,0.55,1437.28,1474.91,1430.92,6276,810972,4.63E+07
2021-08-18,1439.9,27.49,1.95,1412.38,1449.16,1408.59,4810,433976,4.51E+07
2021-08-17,1412.41,-15.28,-1.07,1419.59,1430.93,1406.27,6248,517586,4.41E+07
2021-08-13,1427.69,-42.16,-2.87,1454.36,1456.4,1411.55,11755,935129,4.47E+07
2021-08-12,1469.85,-19.15,-1.29,1477.64,1492.5,1459.53,5385,511922,4.61E+07
2021-08-11,1489,-26.36,-1.74,1511.61,1519.49,1485.99,3498,359584,4.63E+07
2021-08-10,1515.36,-0.26,-0.02,1506.67,1518.48,1495.31,3013,257459,4.71E+07
2021-08-09,1515.62,-3.48,-0.23,1511.79,1525.56,1506.5,3524,313702,4.73E+07
2021-08-06,1519.1,-11.31,-0.74,1525.18,1529.43,1512.47,3087,283536,4.75E+07
2021-08-05,1530.41,7.77,0.51,1533.02,1548.09,1527.39,4272,377918,4.75E+07
2021-08-04,1522.64,12.64,0.84,1512.07,1528.57,1493.37,5293,455753,4.73E+07
2021-08-03,1510,-47.95,-3.08,1576.75,1586.08,1488.43,10401,861454,4.69E+07
2021-08-02,1557.95,-18.22,-1.16,1579.18,1581.17,1550.47,4214,392446,4.82E+07
2021-07-30,1576.17,-57.91,-3.54,1625.06,1626.85,1575.85,5280,490406,4.85E+07
2021-07-29,1634.08,21.51,1.33,1620.55,1642.78,1612.02,4350,469126,5.00E+07
2021-07-28,1612.57,-20.85,-1.28,1628.46,1647.12,1602.72,4450,411192,4.89E+07
2021-07-27,1633.42,-1.89,-0.12,1646.79,1656.01,1631.4,5098,487849,4.92E+07
2021-07-26,1635.31,-40.39,-2.41,1697.29,1718.37,1629.69,11206,940046,4.97E+07
2021-07-23,1675.7,17.38,1.05,1670.89,1684.64,1650.91,8492,793953,5.02E+07
2021-07-22,1658.32,70.18,4.42,1597.21,1671.8,1592.82,17545,1720801,4.94E+07
2021-07-21,1588.14,7.63,0.48,1598.2,1632.95,1582.72,12609,1114699,4.88E+07
2021-07-20,1580.51,12.2,0.78,1556.21,1594.09,1553.64,7711,600266,4.93E+07
2021-07-19,1568.31,-22.55,-1.42,1579.88,1587.97,1565.89,5816,467458,4.89E+07
2021-07-16,1590.86,53.99,3.51,1534.2,1606.63,1529.5,14687,1277977,4.94E+07
2021-07-15,1536.87,18.05,1.19,1519.65,1539.58,1516.33,5152,425228,4.80E+07
2021-07-14,1518.82,-13.1,-0.86,1531.68,1539.32,1516.13,3717,357447,4.71E+07
2021-07-13,1531.92,26.93,1.79,1506.32,1540.86,1503.19,7587,663535,4.73E+07
2021-07-12,1504.99,-32.65,-2.12,1540.5,1559.04,1494.94,7275,691990,4.68E+07
2021-07-09,1537.64,5.96,0.39,1525.98,1539.42,1503.27,4929,515645,4.76E+07
2021-07-08,1531.68,26.34,1.75,1515.69,1542.32,1513.95,4766,431856,4.82E+07
2021-07-07,1505.34,-9.82,-0.65,1517.4,1524.01,1502.88,3202,330525,4.80E+07
2021-07-06,1515.16,-11.57,-0.76,1528,1542.02,1512.29,9319,796103,4.82E+07
2021-07-05,1526.73,34.71,2.33,1517.8,1582.1,1515.02,23662,1916081,4.85E+07
2021-07-02,1492.02,83.79,5.95,1408.23,1507.35,1405.49,24124,1703004,4.79E+07
2021-07-01,1408.23,27.35,1.98,1380.88,1429.29,1380.88,6738,598992,4.71E+07
2021-06-30,1380.88,-6.82,-0.49,1395.17,1399.09,1374,5791,440066,4.60E+07
2021-06-29,1387.7,57.66,4.34,1343.97,1398.11,1342.35,13084,944148,4.60E+07
2021-06-28,1330.04,-5.5,-0.41,1338.11,1338.85,1323.75,2309,174619,4.46E+07
2021-06-25,1335.54,3.72,0.28,1332.15,1340.28,1328.75,2295,187060,4.47E+07
2021-06-24,1331.82,-4.62,-0.35,1336.73,1344.96,1330.16,2505,220092,4.48E+07
2021-06-23,1336.44,-6.08,-0.45,1344.66,1344.66,1333.53,2446,217115,4.48E+07
2021-06-22,1342.52,-14.33,-1.06,1354.83,1363.71,1341.5,3292,214782,4.47E+07
2021-06-21,1356.85,-15.7,-1.14,1371.81,1373.78,1352.06,2485,207669,4.52E+07
2021-06-18,1372.55,14.24,1.05,1360.17,1378.67,1350.24,3366,284152,4.56E+07
2021-06-17,1358.31,-8.03,-0.59,1361.52,1362.15,1337.38,2369,284770,4.54E+07
